order_id,supplier_name,supplier_id,product_id,product_name,quantity,unit_cost,order_date,expected_delivery,actual_delivery,transport_mode,weight_kg_total
PO-000022,MedTrade SRL,SUP-006,PRD-00002,Aluminium Foil 30m Roll,336,3.21,2024-10-30,2024-11-11,2024-11-14,ROAD,830.93
PO-000023,MedTrade SRL,SUP-006,PRD-92235,Aluminium Foil 30m Roll,456,3.22,2024-12-25,2025-01-07,2025-01-08,ROAD,1127.69
PO-000024,MedTrade SRL,SUP-006,PRD-00002,Aluminium Foil 30m Roll,240,3.31,2025-02-27,2025-03-13,2025-03-16,ROAD,593.52
PO-000025,MedTrade SRL,SUP-006,PRD-00002,Aluminium Foil 30m Roll,312,3.2,2025-05-02,2025-05-13,2025-05-16,ROAD,771.58
PO-000026,MedTrade SRL,SUP-006,PRD-00002,Aluminium Foil 30m Roll,336,3.18,2025-06-27,2025-07-12,2025-07-11,ROAD,830.93
PO-000027,Med Trade S.R.L.,SUP-006,PRD-00002,Aluminium Foil 30m Roll,336,3.36,2025-08-23,2025-09-08,2025-09-07,ROAD,830.93
PO-000028,MedTrade SRL,SUP-006,PRD-00002,Aluminium Foil 30m Roll,336,3.24,2025-10-19,2025-10-31,2025-10-30,ROAD,830.93
PO-000029,MedTrade SRL,SUP-006,PRD-00002,Aluminium Foil 30m Roll,456,3.15,2025-12-18,2025-12-31,2025-12-30,ROAD,1127.69
PO-000030,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,300,4.21,2024-01-06,2024-01-23,2024-01-22,ROAD,458.4
PO-000031,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,300,4.36,2024-02-21,2024-03-04,2024-03-05,ROAD,458.4
PO-000032,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.53,2024-04-01,2024-04-23,2024-04-23,ROAD,611.2
PO-000033,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.34,2024-05-15,2024-05-29,2024-06-01,ROAD,611.2
PO-000033,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.34,2024-05-15,2024-05-29,2024-06-01,ROAD,611.2
PO-000034,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.52,2024-06-29,2024-07-16,2024-07-18,ROAD,611.2
PO-000035,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.28,2024-08-18,2024-08-28,2024-08-31,ROAD,611.2
PO-000036,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.3,2024-10-03,2024-10-17,2024-10-17,ROAD,611.2
PO-000037,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,500,4.43,2024-11-19,2024-12-03,2024-12-02,,764.0
PO-000038,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,300,4.23,2025-01-03,2025-01-14,2025-01-15,ROAD,458.4
PO-000039,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,300,4.5,2025-02-16,2025-02-28,2025-03-01,ROAD,458.4
PO-000040,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.5,2025-04-03,2025-04-16,2025-04-17,ROAD,611.2
PO-000041,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.46,2025-05-18,2025-05-30,2025-05-29,ROAD,611.2
PO-000042,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.36,2025-07-03,2025-07-15,2025-07-14,ROAD,611.2
PO-000043,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.45,2025-08-17,2025-08-27,2025-08-26,ROAD,611.2
PO-000044,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,400,4.37,2025-09-27,2025-10-13,2025-10-12,ROAD,611.2
PO-000045,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,500,4.55,2025-11-06,2025-11-16,2025-11-17,ROAD,764.0
PO-000046,MedTrade SRL,SUP-006,PRD-00003,Cling Film 100m,600,4.41,2025-12-26,2026-01-05,2026-01-06,ROAD,916.8
PO-000047,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,100,12.46,2024-01-19,2024-01-29,2024-01-31,ROAD,117.4
PO-000048,MEDTRADE,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,100,12.63,2024-02-19,2024-03-02,2024-03-04,ROAD,117.4
PO-000049,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.09,2024-03-18,2024-04-01,2024-04-01,ROAD,234.8
PO-000050,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.42,2024-04-12,2024-04-26,2024-04-29,ROAD,234.8
PO-000051,MedTrade SRL,SUP-006,PRD-90947,Bin Bags 40L 50-Pack,200,12.25,2024-05-15,2024-05-27,2024-05-28,ROAD,234.8
PO-000052,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.45,2024-06-12,2024-07-01,2024-07-02,ROAD,234.8
PO-000053,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.14,2024-07-14,2024-07-27,2024-07-28,ROAD,234.8
PO-000054,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.51,2024-08-18,2024-08-31,2024-08-31,ROAD,234.8
PO-000055,MedTrade SRL,SUP-006,PRD-90594,Bin Bags 40L 50-Pack,200,12.39,2024-09-12,2024-09-26,2024-09-29,ROAD,234.8
PO-000056,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.08,2024-10-12,2024-10-27,2024-10-28,ROAD,234.8
PO-000057,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.65,2024-11-16,2024-12-01,2024-12-01,ROAD,234.8
PO-000058,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,300,12.55,2024-12-11,2024-12-24,2024-12-27,ROAD,352.2
PO-000059,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,100,12.65,2025-01-11,2025-01-26,2025-01-27,ROAD,117.4
PO-000060,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,100,12.71,2025-02-13,2025-02-23,2025-02-24,ROAD,117.4
PO-000061,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.73,2025-03-15,2025-03-28,2025-03-30,ROAD,234.8
PO-000062,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.19,2025-04-16,2025-04-29,2025-05-02,ROAD,234.8
PO-000063,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.55,2025-05-14,2025-05-24,2025-05-26,ROAD,234.8
PO-000064,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.07,2025-06-15,2025-06-30,2025-07-01,ROAD,234.8
PO-000065,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.7,2025-07-16,2025-07-28,2025-07-28,ROAD,234.8
PO-000066,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.88,2025-08-14,2025-08-26,2025-08-27,ROAD,234.8
PO-000067,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.74,2025-09-09,2025-09-23,2025-09-22,ROAD,234.8
PO-000068,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,-200,12.89,2025-10-07,2025-10-18,2025-10-21,ROAD,234.8
PO-000069,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,200,12.66,2025-11-10,2025-12-02,2025-12-04,ROAD,234.8
PO-000070,MedTrade SRL,SUP-006,PRD-00004,Bin Bags 40L 50-Pack,300,12.69,2025-12-13,2025-12-25,2025-12-28,ROAD,352.2
PO-000071,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,240,5.72,2024-01-06,2024-01-16,2024-01-15,ROAD,97.44
PO-000072,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,252,5.68,2024-02-17,2024-02-26,2024-02-27,ROAD,102.31
PO-000073,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,300,5.48,2024-04-01,2024-04-08,2024-04-11,ROAD,121.8
PO-000074,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,318,5.59,2024-05-14,2024-05-22,2024-05-23,ROAD,129.11
PO-000075,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,348,5.47,2024-07-01,2024-07-09,2024-07-09,ROAD,141.29
PO-000076,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,336,5.34,2024-08-13,2024-08-23,2024-08-22,ROAD,136.42
PO-000077,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,348,5.9,2024-10-02,2024-10-09,2024-10-11,ROAD,141.29
PO-000078,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,426,5.81,2024-11-19,2024-11-27,2024-11-30,ROAD,172.96
PO-000079,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,474,5.7,2024-12-31,2025-01-08,2025-01-08,ROAD,192.44
PO-000080,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,252,5.61,2025-02-09,2025-02-17,2025-02-20,ROAD,102.31
PO-000081,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,288,5.36,2025-03-31,2025-04-07,2025-04-08,ROAD,116.93
PO-000082,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,318,5.57,2025-05-15,2025-05-22,2025-05-25,ROAD,129.11
PO-000083,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,348,5.5,2025-07-03,2025-07-10,2025-07-10,ROAD,141.29
PO-000084,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,336,5.66,2025-08-17,2025-08-24,2025-08-23,ROAD,136.42
PO-000085,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,318,5.62,2025-09-30,2025-10-08,2025-10-07,ROAD,129.11
PO-000086,EuroFast GmbH,SUP-002,PRD-00005,Washing Up Liquid 500ml,426,5.65,2025-11-16,2025-11-24,2025-11-23,ROAD,172.96
PO-000087,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,180,7.94,2024-01-08,2024-01-20,2024-01-22,ROAD,198.0
PO-000088,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,192,7.5,2024-02-22,2024-03-04,2024-03-03,ROAD,211.2
PO-000089,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,228,7.93,2024-04-06,2024-04-19,2024-04-19,ROAD,250.8
PO-000090,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,240,7.57,2024-05-21,2024-06-01,2024-06-04,ROAD,264.0
PO-000091,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,264,7.81,2024-07-05,2024-07-19,2024-07-21,ROAD,290.4
PO-000092,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,252,7.78,2024-08-19,2024-08-29,2024-08-31,ROAD,277.2
PO-000093,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,264,7.91,2024-10-03,2024-10-20,2024-10-21,ROAD,290.4
PO-000094,MedTrade SRL,SUP-006,PRD-99519,Dishwasher Tablets 60-Pack,324,7.57,2024-11-21,2024-12-04,2024-12-04,ROAD,356.4
PO-000095,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,180,7.69,2025-01-09,2025-01-23,2025-01-23,ROAD,198.0
PO-000096,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,192,7.81,2025-02-22,2025-03-09,2025-03-08,ROAD,211.2
PO-000097,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,228,7.83,2025-04-07,2025-04-20,2025-04-22,ROAD,250.8
PO-000098,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,240,7.56,2025-05-19,2025-05-30,2025-05-31,ROAD,264.0
PO-000099,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,264,7.8,2025-07-03,2025-07-16,2025-07-19,ROAD,290.4
PO-000100,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,252,7.74,2025-08-16,2025-08-28,2025-08-30,ROAD,277.2
PO-000101,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,264,7.94,2025-10-01,2025-10-14,2025-10-17,ROAD,290.4
PO-000102,MedTrade SRL,SUP-006,PRD-00006,Dishwasher Tablets 60-Pack,324,7.76,2025-11-15,2025-11-26,2025-11-27,ROAD,356.4
PO-000103,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.39,2024-01-25,2024-01-29,2024-02-01,ROAD,73.4
PO-000104,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.36,2024-02-22,2024-02-27,2024-02-28,ROAD,73.4
PO-000105,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.31,2024-03-24,2024-03-27,2024-03-26,ROAD,73.4
PO-000106,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.41,2024-04-26,2024-05-02,2024-05-02,ROAD,73.4
PO-000107,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.44,2024-05-30,2024-06-03,2024-06-05,ROAD,73.4
PO-000108,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.34,2024-07-01,2024-07-05,2024-07-04,ROAD,73.4
PO-000109,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.6,2024-08-05,2024-08-08,2024-08-09,ROAD,73.4
PO-000110,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.71,2024-08-30,2024-09-04,2024-09-06,ROAD,73.4
PO-000111,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.42,2024-09-28,2024-10-03,2024-10-04,ROAD,73.4
PO-000112,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,-200,10.46,2024-10-31,2024-11-05,2024-11-08,ROAD,73.4
PO-000113,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,300,10.55,2024-11-26,2024-11-29,2024-11-29,ROAD,110.1
PO-000114,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,300,10.61,2024-12-24,2024-12-29,2024-12-29,ROAD,110.1
PO-000115,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.74,2025-01-22,2025-01-26,2025-01-28,ROAD,73.4
PO-000116,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.21,2025-02-24,2025-02-28,2025-03-03,ROAD,73.4
PO-000117,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.47,2025-03-22,2025-03-26,2025-03-28,ROAD,73.4
PO-000118,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.77,2025-04-18,2025-04-22,2025-04-25,,73.4
PO-000119,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.66,2025-05-20,2025-05-24,2025-05-25,ROAD,73.4
PO-000120,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.13,2025-06-19,2025-06-22,2025-06-24,ROAD,73.4
PO-000121,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.4,2025-07-21,2025-07-24,2025-07-25,ROAD,73.4
PO-000122,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.14,2025-08-25,2025-08-28,2025-08-27,ROAD,73.4
PO-000123,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.3,2025-09-24,2025-09-29,2025-10-01,ROAD,73.4
PO-000124,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,200,10.2,2025-10-24,2025-10-28,2025-10-30,ROAD,73.4
PO-000125,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,300,10.58,2025-11-21,2025-11-25,2025-11-27,ROAD,110.1
PO-000126,BritGoods Ltd,SUP-001,PRD-00007,Kitchen Cleaner Spray 750ml,300,10.94,2025-12-26,2025-12-29,2026-01-01,ROAD,110.1
PO-000127,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,200,3.68,2024-01-20,2024-01-23,2024-01-26,ROAD,342.8
PO-000128,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,200,3.73,2024-03-24,2024-03-28,2024-03-29,ROAD,342.8
PO-000129,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,300,3.62,2024-05-23,2024-05-25,2024-05-24,ROAD,514.2
PO-000130,LocalPack,SUP-008,PRD-00008,Toilet Cleaner 750ml,300,3.85,2024-07-19,2024-07-21,2024-07-24,ROAD,514.2
PO-000131,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,300,3.76,2024-09-18,2024-09-21,2024-09-24,ROAD,514.2
PO-000132,LocalPack Ltd,SUP-008,PRD-99384,Toilet Cleaner 750ml,400,3.72,2024-11-12,2024-11-14,2024-11-14,ROAD,685.6
PO-000133,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,200,3.82,2025-01-14,2025-01-17,2025-01-17,ROAD,342.8
PO-000134,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,200,3.77,2025-03-13,2025-03-16,2025-03-17,ROAD,342.8
PO-000135,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,300,3.73,2025-05-14,2025-05-16,2025-05-17,ROAD,514.2
PO-000136,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,300,3.65,2025-07-18,2025-07-21,2025-07-24,ROAD,514.2
PO-000137,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,300,3.77,2025-09-19,2025-09-22,2025-09-25,ROAD,514.2
PO-000138,LocalPack Ltd,SUP-008,PRD-00008,Toilet Cleaner 750ml,400,3.79,2025-11-15,2025-11-17,2025-11-17,ROAD,685.6
PO-000139,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,300,4.69,2024-01-02,2024-01-06,2024-01-05,ROAD,188.4
PO-000140,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,300,4.81,2024-02-15,2024-02-20,2024-02-20,ROAD,188.4
PO-000141,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,300,4.85,2024-03-30,2024-04-04,2024-04-05,ROAD,188.4
PO-000142,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.83,2024-05-16,2024-05-21,2024-05-20,ROAD,251.2
PO-000143,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.97,2024-07-05,2024-07-09,2024-07-12,ROAD,251.2
PO-000144,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.83,2024-08-22,2024-08-28,2024-08-29,ROAD,251.2
PO-000145,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,5.0,2024-10-09,2024-10-12,2024-10-15,ROAD,251.2
PO-000146,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,500,4.81,2024-11-25,2024-11-29,2024-12-01,ROAD,314.0
PO-000147,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,300,4.58,2025-01-09,2025-01-12,2025-01-15,ROAD,188.4
PO-000148,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,300,4.88,2025-02-25,2025-03-05,2025-03-04,ROAD,188.4
PO-000149,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,300,4.93,2025-04-15,2025-04-20,2025-04-21,ROAD,188.4
PO-000150,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.94,2025-05-25,2025-05-29,2025-05-29,ROAD,251.2
PO-000151,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.9,2025-07-10,2025-07-14,2025-07-14,ROAD,251.2
PO-000152,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.84,2025-08-22,2025-08-25,2025-08-27,ROAD,251.2
PO-000153,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,400,4.76,2025-10-06,2025-10-10,2025-10-12,ROAD,251.2
PO-000154,BritGoods Ltd,SUP-001,PRD-00009,Bathroom Cleaner 500ml,500,4.67,2025-11-21,2025-11-24,2025-11-25,ROAD,314.0
PO-000155,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,288,2.7,2024-01-31,2024-02-13,2024-02-15,ROAD,518.98
PO-000156,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,336,2.72,2024-04-04,2024-04-19,2024-04-19,ROAD,605.47
PO-000157,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.71,2024-06-01,2024-06-18,2024-06-17,ROAD,691.97
PO-000158,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.71,2024-08-05,2024-08-19,2024-08-19,ROAD,691.97
PO-000159,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.67,2024-10-01,2024-10-14,2024-10-16,ROAD,691.97
PO-000160,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,576,2.72,2024-12-01,2024-12-22,2024-12-22,ROAD,1037.95
PO-000161,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,288,2.64,2025-02-04,2025-02-17,2025-02-18,ROAD,518.98
PO-000162,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,336,2.65,2025-04-05,2025-04-18,2025-04-20,ROAD,605.47
PO-000163,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.76,2025-06-06,2025-06-17,2025-06-18,ROAD,691.97
PO-000164,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.57,2025-08-02,2025-08-14,2025-08-14,ROAD,691.97
PO-000165,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.65,2025-09-29,2025-10-09,2025-10-11,ROAD,691.97
PO-000166,MedTrade SRL,SUP-006,PRD-00010,Multi-Surface Wipes 80-Pack,576,2.69,2025-12-02,2025-12-12,2025-12-11,ROAD,1037.95
PO-000167,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,100,13.0,2024-01-18,2024-02-03,2024-02-04,ROAD,144.5
PO-000168,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,100,12.9,2024-02-13,2024-02-28,2024-02-29,ROAD,144.5
PO-000169,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.13,2024-03-17,2024-03-27,2024-03-26,,289.0
PO-000170,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.32,2024-04-15,2024-05-11,2024-05-14,ROAD,289.0
PO-000171,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.0,2024-05-11,2024-05-21,2024-05-23,ROAD,289.0
PO-000172,MedTrade SRL,SUP-006,PRD-00011,Sponge Scourers 10-Pack,200,13.03,2024-06-06,2024-06-17,2024-06-20,ROAD,289.0
