order_id,supplier_name,product_id,product_name,quantity,unit_cost,order_date,expected_delivery,actual_delivery,transport_mode,weight_kg_total
PO-000025,MedTrade SRL,PRD-00002,Aluminium Foil 30m Roll,312,3.2,2025-05-02,2025-05-13,2025-05-16,ROAD,771.58
PO-000026,MedTrade SRL,PRD-00002,Aluminium Foil 30m Roll,336,3.18,2025-06-27,2025-07-12,2025-07-11,ROAD,830.93
PO-000027,Med Trade S.R.L.,PRD-00002,Aluminium Foil 30m Roll,336,3.36,2025-08-23,2025-09-08,2025-09-07,ROAD,830.93
PO-000028,MedTrade SRL,PRD-00002,Aluminium Foil 30m Roll,336,3.24,2025-10-19,2025-10-31,2025-10-30,ROAD,830.93
PO-000029,MedTrade SRL,PRD-00002,Aluminium Foil 30m Roll,456,3.15,2025-12-18,2025-12-31,2025-12-30,ROAD,1127.69
PO-000030,MedTrade SRL,PRD-00003,Cling Film 100m,300,4.21,2024-01-06,2024-01-23,2024-01-22,ROAD,458.4
PO-000031,MedTrade SRL,PRD-00003,Cling Film 100m,300,4.36,2024-02-21,2024-03-04,2024-03-05,ROAD,458.4
PO-000032,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.53,2024-04-01,2024-04-23,2024-04-23,ROAD,611.2
PO-000033,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.34,2024-05-15,2024-05-29,2024-06-01,ROAD,611.2
PO-000033,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.34,2024-05-15,2024-05-29,2024-06-01,ROAD,611.2
PO-000034,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.52,2024-06-29,2024-07-16,2024-07-18,ROAD,611.2
PO-000035,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.28,2024-08-18,2024-08-28,2024-08-31,ROAD,611.2
PO-000036,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.3,2024-10-03,2024-10-17,2024-10-17,ROAD,611.2
PO-000037,MedTrade SRL,PRD-00003,Cling Film 100m,500,4.43,2024-11-19,2024-12-03,2024-12-02,,764.0
PO-000038,MedTrade SRL,PRD-00003,Cling Film 100m,300,4.23,2025-01-03,2025-01-14,2025-01-15,ROAD,458.4
PO-000039,MedTrade SRL,PRD-00003,Cling Film 100m,300,4.5,2025-02-16,2025-02-28,2025-03-01,ROAD,458.4
PO-000040,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.5,2025-04-03,2025-04-16,2025-04-17,ROAD,611.2
PO-000041,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.46,2025-05-18,2025-05-30,2025-05-29,ROAD,611.2
PO-000042,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.36,2025-07-03,2025-07-15,2025-07-14,ROAD,611.2
PO-000043,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.45,2025-08-17,2025-08-27,2025-08-26,ROAD,611.2
PO-000044,MedTrade SRL,PRD-00003,Cling Film 100m,400,4.37,2025-09-27,2025-10-13,2025-10-12,ROAD,611.2
PO-000045,MedTrade SRL,PRD-00003,Cling Film 100m,500,4.55,2025-11-06,2025-11-16,2025-11-17,ROAD,764.0
PO-000046,MedTrade SRL,PRD-00003,Cling Film 100m,600,4.41,2025-12-26,2026-01-05,2026-01-06,ROAD,916.8
PO-000047,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,100,12.46,2024-01-19,2024-01-29,2024-01-31,ROAD,117.4
PO-000048,MEDTRADE,PRD-00004,Bin Bags 40L 50-Pack,100,12.63,2024-02-19,2024-03-02,2024-03-04,ROAD,117.4
PO-000049,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.09,2024-03-18,2024-04-01,2024-04-01,ROAD,234.8
PO-000050,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.42,2024-04-12,2024-04-26,2024-04-29,ROAD,234.8
PO-000051,MedTrade SRL,PRD-90947,Bin Bags 40L 50-Pack,200,12.25,2024-05-15,2024-05-27,2024-05-28,ROAD,234.8
PO-000052,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.45,2024-06-12,2024-07-01,2024-07-02,ROAD,234.8
PO-000053,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.14,2024-07-14,2024-07-27,2024-07-28,ROAD,234.8
PO-000054,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.51,2024-08-18,2024-08-31,2024-08-31,ROAD,234.8
PO-000055,MedTrade SRL,PRD-90594,Bin Bags 40L 50-Pack,200,12.39,2024-09-12,2024-09-26,2024-09-29,ROAD,234.8
PO-000056,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.08,2024-10-12,2024-10-27,2024-10-28,ROAD,234.8
PO-000057,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.65,2024-11-16,2024-12-01,2024-12-01,ROAD,234.8
PO-000058,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,300,12.55,2024-12-11,2024-12-24,2024-12-27,ROAD,352.2
PO-000059,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,100,12.65,2025-01-11,2025-01-26,2025-01-27,ROAD,117.4
PO-000060,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,100,12.71,2025-02-13,2025-02-23,2025-02-24,ROAD,117.4
PO-000061,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.73,2025-03-15,2025-03-28,2025-03-30,ROAD,234.8
PO-000062,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.19,2025-04-16,2025-04-29,2025-05-02,ROAD,234.8
PO-000063,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.55,2025-05-14,2025-05-24,2025-05-26,ROAD,234.8
PO-000064,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.07,2025-06-15,2025-06-30,2025-07-01,ROAD,234.8
PO-000065,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.7,2025-07-16,2025-07-28,2025-07-28,ROAD,234.8
PO-000066,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.88,2025-08-14,2025-08-26,2025-08-27,ROAD,234.8
PO-000067,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.74,2025-09-09,2025-09-23,2025-09-22,ROAD,234.8
PO-000068,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,-200,12.89,2025-10-07,2025-10-18,2025-10-21,ROAD,234.8
PO-000069,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,200,12.66,2025-11-10,2025-12-02,2025-12-04,ROAD,234.8
PO-000070,MedTrade SRL,PRD-00004,Bin Bags 40L 50-Pack,300,12.69,2025-12-13,2025-12-25,2025-12-28,ROAD,352.2
PO-000087,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,180,7.94,2024-01-08,2024-01-20,2024-01-22,ROAD,198.0
PO-000088,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,192,7.5,2024-02-22,2024-03-04,2024-03-03,ROAD,211.2
PO-000089,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,228,7.93,2024-04-06,2024-04-19,2024-04-19,ROAD,250.8
PO-000090,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,240,7.57,2024-05-21,2024-06-01,2024-06-04,ROAD,264.0
PO-000091,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,264,7.81,2024-07-05,2024-07-19,2024-07-21,ROAD,290.4
PO-000092,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,252,7.78,2024-08-19,2024-08-29,2024-08-31,ROAD,277.2
PO-000093,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,264,7.91,2024-10-03,2024-10-20,2024-10-21,ROAD,290.4
PO-000094,MedTrade SRL,PRD-99519,Dishwasher Tablets 60-Pack,324,7.57,2024-11-21,2024-12-04,2024-12-04,ROAD,356.4
PO-000095,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,180,7.69,2025-01-09,2025-01-23,2025-01-23,ROAD,198.0
PO-000096,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,192,7.81,2025-02-22,2025-03-09,2025-03-08,ROAD,211.2
PO-000097,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,228,7.83,2025-04-07,2025-04-20,2025-04-22,ROAD,250.8
PO-000098,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,240,7.56,2025-05-19,2025-05-30,2025-05-31,ROAD,264.0
PO-000099,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,264,7.8,2025-07-03,2025-07-16,2025-07-19,ROAD,290.4
PO-000100,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,252,7.74,2025-08-16,2025-08-28,2025-08-30,ROAD,277.2
PO-000101,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,264,7.94,2025-10-01,2025-10-14,2025-10-17,ROAD,290.4
PO-000102,MedTrade SRL,PRD-00006,Dishwasher Tablets 60-Pack,324,7.76,2025-11-15,2025-11-26,2025-11-27,ROAD,356.4
PO-000155,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,288,2.7,2024-01-31,2024-02-13,2024-02-15,ROAD,518.98
PO-000156,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,336,2.72,2024-04-04,2024-04-19,2024-04-19,ROAD,605.47
PO-000157,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.71,2024-06-01,2024-06-18,2024-06-17,ROAD,691.97
PO-000158,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.71,2024-08-05,2024-08-19,2024-08-19,ROAD,691.97
PO-000159,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.67,2024-10-01,2024-10-14,2024-10-16,ROAD,691.97
PO-000160,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,576,2.72,2024-12-01,2024-12-22,2024-12-22,ROAD,1037.95
PO-000161,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,288,2.64,2025-02-04,2025-02-17,2025-02-18,ROAD,518.98
PO-000162,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,336,2.65,2025-04-05,2025-04-18,2025-04-20,ROAD,605.47
PO-000163,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.76,2025-06-06,2025-06-17,2025-06-18,ROAD,691.97
PO-000164,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.57,2025-08-02,2025-08-14,2025-08-14,ROAD,691.97
PO-000165,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,384,2.65,2025-09-29,2025-10-09,2025-10-11,ROAD,691.97
PO-000166,MedTrade SRL,PRD-00010,Multi-Surface Wipes 80-Pack,576,2.69,2025-12-02,2025-12-12,2025-12-11,ROAD,1037.95
PO-000167,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,100,13.0,2024-01-18,2024-02-03,2024-02-04,ROAD,144.5
PO-000168,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,100,12.9,2024-02-13,2024-02-28,2024-02-29,ROAD,144.5
PO-000169,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.13,2024-03-17,2024-03-27,2024-03-26,,289.0
PO-000170,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.32,2024-04-15,2024-05-11,2024-05-14,ROAD,289.0
PO-000171,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.0,2024-05-11,2024-05-21,2024-05-23,ROAD,289.0
PO-000172,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.03,2024-06-06,2024-06-17,2024-06-20,ROAD,289.0
PO-000173,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.38,2024-07-10,2024-07-23,2024-07-22,ROAD,289.0
PO-000174,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.01,2024-08-09,2024-08-22,2024-08-21,ROAD,289.0
PO-000175,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.01,2024-09-04,2024-09-18,2024-09-19,ROAD,289.0
PO-000176,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.04,2024-09-29,2024-10-13,2024-10-12,ROAD,289.0
PO-000177,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.11,2024-11-01,2024-11-16,2024-11-17,ROAD,289.0
PO-000178,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,12.76,2024-11-28,2024-12-09,2024-12-11,ROAD,289.0
PO-000179,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,300,12.96,2024-12-28,2025-01-10,2025-01-12,ROAD,433.5
PO-000180,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,100,13.26,2025-01-25,2025-02-09,2025-02-12,ROAD,144.5
PO-000181,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,100,13.23,2025-02-25,2025-03-14,2025-03-14,ROAD,144.5
PO-000181,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,102,13.23,2025-02-25,2025-03-14,2025-03-14,ROAD,144.5
PO-000182,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.46,2025-03-24,2025-04-05,2025-04-04,ROAD,289.0
PO-000183,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,12.81,2025-04-25,2025-05-11,2025-05-13,ROAD,289.0
PO-000184,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.1,2025-05-20,2025-06-04,2025-06-04,ROAD,289.0
PO-000185,MedTrade SRL,PRD-94724,Sponge Scourers 10-Pack,200,13.34,2025-06-14,2025-06-27,2025-06-27,ROAD,289.0
PO-000186,MEDTRADE,PRD-00011,Sponge Scourers 10-Pack,200,13.12,2025-07-12,2025-07-24,2025-07-25,ROAD,289.0
PO-000187,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,12.72,2025-08-12,2025-08-22,2025-08-25,ROAD,289.0
PO-000188,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,200,13.45,2025-09-11,2025-09-21,2025-09-24,ROAD,289.0
PO-000189,MEDTRADE,PRD-00011,Sponge Scourers 10-Pack,200,13.17,2025-10-14,2025-10-26,2025-10-27,ROAD,289.0
PO-000190,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,-200,13.21,2025-11-17,2025-11-29,2025-11-29,ROAD,289.0
PO-000191,MedTrade SRL,PRD-00011,Sponge Scourers 10-Pack,300,12.95,2025-12-18,2026-01-01,2025-12-31,ROAD,433.5
PO-000217,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,192,9.41,2024-01-22,2024-02-06,2024-02-09,ROAD,145.15
PO-000218,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,192,9.1,2024-02-17,2024-03-02,2024-03-05,ROAD,145.15
PO-000219,Med Trade S.R.L.,PRD-00013,Rubber Gloves Medium Pair,192,9.5,2024-03-23,2024-04-07,2024-04-06,ROAD,145.15
PO-000220,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.43,2024-04-20,2024-05-03,2024-05-06,ROAD,181.44
PO-000221,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.31,2024-05-24,2024-06-05,2024-06-08,ROAD,181.44
PO-000222,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.9,2024-06-22,2024-07-02,2024-07-01,ROAD,181.44
PO-000223,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.46,2024-07-22,2024-08-02,2024-08-02,ROAD,181.44
PO-000224,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.65,2024-08-23,2024-09-02,2024-09-02,ROAD,181.44
PO-000225,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.7,2024-09-24,2024-10-08,2024-10-08,ROAD,181.44
PO-000226,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.78,2024-10-27,2024-11-08,2024-11-10,ROAD,181.44
PO-000227,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,336,9.55,2024-11-22,2024-12-02,2024-12-05,ROAD,254.02
PO-000228,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,336,9.6,2024-12-21,2025-01-01,2025-01-02,ROAD,254.02
PO-000229,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,192,9.13,2025-01-22,2025-02-05,2025-02-05,ROAD,145.15
PO-000230,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,192,9.69,2025-02-26,2025-03-12,2025-03-14,ROAD,145.15
PO-000231,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,192,9.91,2025-03-24,2025-04-06,2025-04-07,ROAD,145.15
PO-000232,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.66,2025-04-19,2025-05-06,2025-05-07,ROAD,181.44
PO-000233,MedTrade SRL,PRD-94323,Rubber Gloves Medium Pair,240,9.32,2025-05-21,2025-06-02,2025-06-03,ROAD,181.44
PO-000234,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.51,2025-06-22,2025-07-05,2025-07-07,ROAD,181.44
PO-000235,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.56,2025-07-21,2025-08-02,2025-08-02,ROAD,181.44
PO-000236,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.45,2025-08-24,2025-09-04,2025-09-04,ROAD,181.44
PO-000237,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.38,2025-09-22,2025-10-04,2025-10-06,ROAD,181.44
PO-000237,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.38,2025-09-22,2025-10-04,2025-10-06,ROAD,181.44
PO-000238,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,240,9.35,2025-10-27,2025-11-08,2025-11-07,ROAD,181.44
PO-000239,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,336,9.45,2025-11-27,2025-12-10,2025-12-11,ROAD,254.02
PO-000240,MedTrade SRL,PRD-00013,Rubber Gloves Medium Pair,336,9.99,2025-12-30,2026-01-13,2026-01-16,ROAD,254.02
PO-000637,MedTrade SRL,PRD-00034,Protein Granola 500g,246,2.55,2024-01-26,2024-02-07,2024-02-07,ROAD,183.76
PO-000638,MedTrade SRL,PRD-00034,Protein Granola 500g,300,2.64,2024-03-28,2024-04-12,2024-04-12,ROAD,224.1
PO-000639,MedTrade SRL,PRD-00034,Protein Granola 500g,330,2.62,2024-05-22,2024-06-02,2024-06-04,ROAD,246.51
PO-000640,MedTrade Srl,PRD-00034,Protein Granola 500g,360,2.54,2024-07-16,2024-07-29,2024-08-01,ROAD,268.92
PO-000641,Med Trade S.R.L.,PRD-00034,Protein Granola 500g,330,2.58,2024-09-17,2024-09-27,2024-09-27,ROAD,246.51
PO-000642,MedTrade SRL,PRD-00034,Protein Granola 500g,444,2.58,2024-11-18,2024-12-01,2024-12-03,ROAD,331.67
PO-000643,MedTrade SRL,PRD-00034,Protein Granola 500g,246,2.5,2025-01-16,2025-01-26,2025-01-28,ROAD,183.76
PO-000644,MedTrade SRL,PRD-00034,Protein Granola 500g,300,2.65,03/15/2025,2025-04-02,2025-04-05,ROAD,224.1
PO-000645,MedTrade SRL,PRD-00034,Protein Granola 500g,330,2.54,2025-05-13,2025-05-29,2025-05-28,ROAD,246.51
PO-000646,MedTrade SRL,PRD-00034,Protein Granola 500g,360,2.5,2025-07-08,2025-07-22,2025-07-24,ROAD,268.92
PO-000647,MedTrade SRL,PRD-00034,Protein Granola 500g,330,2.56,2025-09-05,2025-09-18,2025-09-18,ROAD,246.51
PO-000648,MedTrade SRL,PRD-00034,Protein Granola 500g,444,2.53,2025-11-04,2025-11-16,2025-11-15,ROAD,331.67
PO-000649,MedTrade SRL,PRD-00034,Protein Granola 500g,492,2.57,2025-12-31,2026-01-14,2026-01-16,ROAD,367.52
PO-000650,MedTrade SRL,PRD-00035,Mixed Nuts 200g,168,8.93,2024-01-16,2024-01-30,2024-01-31,ROAD,131.54
PO-000651,MedTrade SRL,PRD-00035,Mixed Nuts 200g,192,8.58,2024-02-12,2024-02-25,2024-02-24,ROAD,150.34
PO-000652,MedTrade SRL,PRD-00035,Mixed Nuts 200g,216,9.17,2024-03-16,2024-03-30,2024-03-29,ROAD,169.13
PO-000653,MedTrade SRL,PRD-00035,Mixed Nuts 200g,216,8.77,2024-04-18,2024-05-01,2024-05-04,ROAD,169.13
PO-000654,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.84,2024-05-16,2024-05-27,2024-05-27,ROAD,187.92
PO-000655,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.82,2024-06-19,2024-06-29,2024-07-01,ROAD,187.92
PO-000656,MedTrade SRL,PRD-00035,Mixed Nuts 200g,264,8.77,2024-07-14,2024-07-24,2024-07-24,ROAD,206.71
PO-000657,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.93,2024-08-15,2024-08-30,2024-08-29,ROAD,187.92
PO-000658,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.95,2024-09-09,2024-09-19,2024-09-22,ROAD,187.92
PO-000659,MEDTRADE,PRD-00035,Mixed Nuts 200g,264,9.2,2024-10-11,2024-10-24,2024-10-25,ROAD,206.71
PO-000660,MedTrade SRL,PRD-00035,Mixed Nuts 200g,312,9.04,2024-11-12,2024-11-23,2024-11-26,ROAD,244.3
PO-000661,MedTrade SRL,PRD-00035,Mixed Nuts 200g,360,9.01,2024-12-14,2024-12-27,2024-12-30,ROAD,281.88
PO-000662,MedTrade Srl,PRD-00035,Mixed Nuts 200g,168,8.97,2025-01-09,2025-01-24,2025-01-26,ROAD,131.54
PO-000663,MedTrade SRL,PRD-00035,Mixed Nuts 200g,192,9.23,2025-02-09,2025-02-22,2025-02-22,ROAD,150.34
PO-000664,MedTrade SRL,PRD-00035,Mixed Nuts 200g,216,8.64,2025-03-08,2025-03-20,2025-03-21,ROAD,169.13
PO-000665,MedTrade SRL,PRD-00035,Mixed Nuts 200g,216,8.89,2025-04-11,2025-04-26,2025-04-28,ROAD,169.13
PO-000666,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.78,2025-05-08,2025-05-22,2025-05-25,ROAD,187.92
PO-000667,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.9,2025-06-09,2025-06-23,2025-06-25,ROAD,187.92
PO-000668,MedTrade SRL,PRD-00035,Mixed Nuts 200g,264,8.62,2025-07-05,2025-07-18,2025-07-19,ROAD,206.71
PO-000669,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,9.18,2025-08-06,2025-08-17,2025-08-17,ROAD,187.92
PO-000670,MedTrade SRL,PRD-00035,Mixed Nuts 200g,240,8.72,2025-09-03,2025-09-14,2025-09-14,ROAD,187.92
PO-000671,MedTrade SRL,PRD-00035,Mixed Nuts 200g,264,8.86,2025-10-08,2025-10-18,2025-10-18,ROAD,206.71
PO-000672,MedTrade SRL,PRD-00035,Mixed Nuts 200g,312,8.92,2025-11-06,2025-11-21,2025-11-20,ROAD,244.3
PO-000673,MedTrade SRL,PRD-00035,Mixed Nuts 200g,360,9.39,2025-12-02,2025-12-13,2025-12-16,ROAD,281.88
PO-000674,MedTrade SRL,PRD-00035,Mixed Nuts 200g,360,9.0,2025-12-30,2026-01-12,2026-01-15,ROAD,281.88
PO-000691,MedTrade SRL,PRD-00037,Sparkling Water 12x500ml,200,6.09,2024-01-16,2024-01-30,2024-01-29,ROAD,370.6
PO-000692,MedTrade SRL,PRD-00037,Sparkling Water 12x500ml,200,6.01,2024-02-29,2024-03-16,2024-03-15,ROAD,370.6
PO-000693,MedTrade SRL,PRD-00037,Sparkling Water 12x500ml,300,6.0,2024-04-17,2024-04-29,2024-04-28,ROAD,555.9
