order_id,supplier_name,product_id,product_name,quantity,unit_cost,order_date,expected_delivery,actual_delivery,transport_mode,weight_kg_total
PO-000306,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,114,13.81,2025-02-10,2025-02-22,2025-02-22,SEA,24.97
PO-000307,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,126,14.34,2025-03-10,2025-03-19,2025-03-21,ROAD,27.59
PO-000308,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,132,14.3,2025-04-13,2025-04-25,2025-04-26,ROAD,28.91
PO-000309,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,138,14.0,2025-05-09,2025-05-20,2025-05-22,ROAD,30.22
PO-000310,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,144,14.25,2025-06-08,2025-06-17,2025-06-16,ROAD,31.54
PO-000311,NORDICSUPPLY,PRD-00017,Daily Shampoo 400ml,156,14.08,2025-07-08,2025-07-21,2025-07-24,SEA,34.16
PO-000312,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,144,14.05,2025-08-05,2025-08-17,2025-08-20,SEA,31.54
PO-000313,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,144,13.98,2025-08-31,2025-09-12,2025-09-12,SEA,31.54
PO-000314,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,156,13.65,2025-10-03,2025-10-11,2025-10-11,ROAD,34.16
PO-000315,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,156,144.4,2025-10-30,2025-11-07,2025-11-08,ROAD,34.16
PO-000316,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,192,14.15,2025-11-25,2025-12-03,2025-12-06,ROAD,42.05
PO-000317,NordicSupply AS,PRD-00017,Daily Shampoo 400ml,210,13.97,2025-12-27,2026-01-07,2026-01-07,ROAD,45.99
PO-000354,NordicSupply AS,PRD-00020,Shower Gel 500ml,168,8.15,2024-01-24,2024-02-01,2024-02-02,ROAD,94.58
PO-000355,NordicSupply AS,PRD-00020,Shower Gel 500ml,180,7.57,2024-02-24,2024-03-03,2024-03-05,ROAD,101.34
PO-000356,NordicSupply AS,PRD-00020,Shower Gel 500ml,204,7.9,2024-03-24,2024-04-03,2024-04-04,ROAD,114.85
PO-000357,NordicSupply AS,PRD-00020,Shower Gel 500ml,216,8.0,2024-04-19,2024-04-28,2024-04-29,ROAD,121.61
PO-000358,NordicSupply AS,PRD-00020,Shower Gel 500ml,228,8.31,2024-05-19,2024-05-30,2024-05-29,ROAD,128.36
PO-000359,NordicSupply AS,PRD-00020,Shower Gel 500ml,240,8.27,2024-06-21,2024-07-01,2024-07-02,ROAD,135.12
PO-000360,NordicSupply,PRD-00020,Shower Gel 500ml,252,8.09,2024-07-17,2024-07-29,2024-07-28,ROAD,141.88
PO-000361,NordicSupply AS,PRD-00020,Shower Gel 500ml,240,7.82,2024-08-11,2024-08-23,2024-08-24,SEA,135.12
PO-000362,NordicSupply AS,PRD-00020,Shower Gel 500ml,228,7.87,2024-09-10,2024-09-20,2024-09-21,ROAD,128.36
PO-000363,NordicSupply AS,PRD-00020,Shower Gel 500ml,252,8.13,2024-10-15,2024-10-27,2024-10-27,ROAD,141.88
PO-000364,NordicSupply AS,PRD-00020,Shower Gel 500ml,306,79.1,2024-11-13,2024-11-23,2024-11-24,ROAD,172.28
PO-000365,NordicSupply AS,PRD-00020,Shower Gel 500ml,342,8.11,2024-12-16,2024-12-28,2024-12-27,ROAD,192.55
PO-000366,NordicSupply AS,PRD-00020,Shower Gel 500ml,168,8.13,2025-01-12,2025-01-21,2025-01-22,ROAD,94.58
PO-000367,NordicSupply AS,PRD-00020,Shower Gel 500ml,180,7.97,2025-02-06,2025-02-15,2025-02-14,ROAD,101.34
PO-000368,NordicSupply AS,PRD-00020,Shower Gel 500ml,204,8.23,2025-03-08,2025-03-18,2025-03-21,ROAD,114.85
PO-000369,NordicSupply AS,PRD-00020,Shower Gel 500ml,216,7.97,2025-04-02,2025-04-12,2025-04-11,ROAD,121.61
PO-000370,NordicSupply AS,PRD-00020,Shower Gel 500ml,216,7.97,2025-04-27,2025-05-08,2025-05-07,ROAD,121.61
PO-000371,NordicSupply AS,PRD-00020,Shower Gel 500ml,228,8.0,2025-05-27,2025-06-04,2025-06-03,ROAD,128.36
PO-000372,NordicSupply AS,PRD-00020,Shower Gel 500ml,240,7.77,2025-06-28,2025-07-08,2025-07-07,ROAD,135.12
PO-000373,NordicSupply AS,PRD-00020,Shower Gel 500ml,252,8.22,07/24/2025,2025-08-02,2025-08-01,ROAD,141.88
PO-000374,Nordic Supply A/S,PRD-00020,Shower Gel 500ml,240,8.05,2025-08-27,2025-09-07,2025-09-07,ROAD,135.12
PO-000375,NordicSupply AS,PRD-00020,Shower Gel 500ml,228,8.36,2025-09-21,2025-10-03,2025-10-02,SEA,128.36
PO-000376,NordicSupply AS,PRD-00020,Shower Gel 500ml,252,8.23,2025-10-24,2025-11-05,2025-11-08,ROAD,141.88
PO-000377,NordicSupply AS,PRD-00020,Shower Gel 500ml,306,7.76,2025-11-19,2025-11-27,2025-11-29,ROAD,172.28
PO-000378,NordicSupply AS,PRD-00020,Shower Gel 500ml,342,7.79,2025-12-15,2025-12-24,2025-12-24,ROAD,192.55
PO-000379,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,120,9.87,2024-01-03,2024-01-21,2024-01-24,SEA,61.32
PO-000380,NordicSupply,PRD-00021,Deodorant Roll-On 50ml,120,9.9,2024-01-28,2024-02-10,2024-02-10,ROAD,61.32
PO-000381,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,144,9.76,2024-02-22,2024-03-04,2024-03-06,ROAD,73.58
PO-000382,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,144,10.15,2024-03-25,2024-04-07,2024-04-09,ROAD,73.58
PO-000383,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,9.96,2024-04-24,2024-05-05,2024-05-05,ROAD,85.85
PO-000384,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,10.24,2024-05-22,2024-06-01,2024-05-31,ROAD,85.85
PO-000385,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,9.76,2024-06-22,2024-07-02,2024-07-05,ROAD,85.85
PO-000386,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,192,9.78,2024-07-18,2024-07-28,2024-07-31,ROAD,98.11
PO-000387,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,9.99,2024-08-19,2024-09-05,2024-09-07,ROAD,85.85
PO-000388,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,10.16,2024-09-15,2024-09-28,2024-09-28,ROAD,85.85
PO-000389,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,192,10.03,2024-10-18,2024-10-29,2024-10-29,ROAD,98.11
PO-000390,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,240,10.0,2024-11-19,2024-12-01,2024-12-03,SEA,122.64
PO-000391,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,264,10.16,2024-12-15,2024-12-23,2024-12-22,ROAD,134.9
PO-000392,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,120,10.27,2025-01-17,2025-01-28,2025-01-28,ROAD,61.32
PO-000393,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,144,9.73,2025-02-20,2025-03-03,2025-03-04,ROAD,73.58
PO-000394,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,144,9.99,2025-03-17,2025-03-26,2025-03-28,,73.58
PO-000395,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,10.16,2025-04-16,2025-04-27,2025-04-28,ROAD,85.85
PO-000396,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,9.93,2025-05-17,2025-05-28,2025-05-28,ROAD,85.85
PO-000397,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,10.11,2025-06-12,2025-06-21,2025-06-23,ROAD,85.85
PO-000398,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,192,9.68,2025-07-09,2025-07-22,2025-07-25,ROAD,98.11
PO-000399,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,10.15,2025-08-06,2025-08-16,2025-08-15,ROAD,85.85
PO-000400,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,168,9.82,2025-09-04,2025-09-12,2025-09-12,ROAD,85.85
PO-000401,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,192,9.82,2025-10-03,2025-10-11,2025-10-13,ROAD,98.11
PO-000402,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,192,9.89,2025-10-30,2025-11-07,2025-11-07,ROAD,98.11
PO-000403,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,240,10.15,2025-11-24,2025-12-02,2025-12-05,ROAD,122.64
PO-000404,NordicSupply AS,PRD-00021,Deodorant Roll-On 50ml,264,10.03,2025-12-19,2025-12-29,2025-12-29,ROAD,134.9
PO-000418,NordicSupply AS,PRD-00023,Lip Balm SPF15,240,4.15,2024-01-23,2024-02-02,2024-02-04,ROAD,52.32
PO-000419,NordicSupply AS,PRD-00023,Lip Balm SPF15,288,4.12,2024-03-04,2024-03-15,2024-03-15,ROAD,62.78
PO-000420,NordicSupply AS,PRD-00023,Lip Balm SPF15,288,4.4,2024-04-18,2024-04-27,2024-04-29,ROAD,62.78
PO-000421,NordicSupply AS,PRD-00023,Lip Balm SPF15,288,4.2,2024-05-28,2024-06-05,2024-06-05,ROAD,62.78
PO-000422,NordicSupply AS,PRD-00023,Lip Balm SPF15,336,4.25,2024-07-13,2024-07-24,2024-07-27,ROAD,73.25
PO-000423,NordicSupply AS,PRD-00023,Lip Balm SPF15,336,4.25,2024-08-31,2024-09-10,2024-09-10,ROAD,73.25
PO-000424,NordicSupply AS,PRD-00023,Lip Balm SPF15,336,4.46,2024-10-13,2024-10-21,2024-10-22,ROAD,73.25
PO-000425,NordicSupply AS,PRD-00023,Lip Balm SPF15,384,4.25,2024-11-27,2024-12-07,2024-12-06,ROAD,83.71
PO-000426,NordicSupply AS,PRD-00023,Lip Balm SPF15,240,4.18,2025-01-09,2025-01-17,2025-01-18,ROAD,52.32
PO-000427,NordicSupply AS,PRD-00023,Lip Balm SPF15,240,4.32,2025-02-18,2025-03-01,2025-02-28,ROAD,52.32
PO-000428,NordicSupply AS,PRD-00023,Lip Balm SPF15,288,4.32,2025-04-02,2025-04-10,2025-04-12,ROAD,62.78
PO-000429,NordicSupply AS,PRD-00023,Lip Balm SPF15,288,4.25,2025-05-19,2025-05-28,2025-05-27,ROAD,62.78
PO-000430,NordicSupply AS,PRD-00023,Lip Balm SPF15,336,4.33,2025-07-02,2025-07-13,2025-07-14,ROAD,73.25
PO-000431,NordicSupply AS,PRD-00023,Lip Balm SPF15,336,4.37,08/17/2025,2025-08-28,2025-08-29,ROAD,73.25
PO-000432,NordicSupply AS,PRD-00023,Lip Balm SPF15,336,4.22,2025-10-05,2025-10-16,2025-10-18,ROAD,73.25
PO-000433,NordicSupply AS,PRD-00023,Lip Balm SPF15,384,4.12,2025-11-14,2025-11-27,2025-11-28,ROAD,83.71
PO-000434,NordicSupply AS,PRD-00023,Lip Balm SPF15,432,4.28,2025-12-27,2026-01-10,2026-01-09,ROAD,94.18
PO-000435,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,180,6.04,2024-01-30,2024-02-08,2024-02-07,ROAD,64.44
PO-000436,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,216,6.2,2024-03-12,2024-03-20,2024-03-20,ROAD,77.33
PO-000437,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,228,6.09,2024-04-26,2024-05-05,2024-05-04,ROAD,81.62
PO-000438,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,252,6.01,2024-06-06,2024-06-20,2024-06-23,ROAD,90.22
PO-000439,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,264,6.15,2024-07-25,2024-08-06,2024-08-05,ROAD,94.51
PO-000440,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,240,5.76,2024-09-06,2024-09-14,2024-09-17,ROAD,85.92
PO-000441,NordicSupply,PRD-00024,Hand Sanitiser 500ml,264,6.06,2024-10-24,2024-11-01,2024-11-01,ROAD,94.51
PO-000442,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,354,6.01,2024-12-09,2024-12-19,2024-12-18,ROAD,126.73
PO-000443,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,180,6.12,2025-01-23,2025-02-02,2025-02-01,ROAD,64.44
PO-000444,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,216,6.35,2025-03-06,2025-03-14,2025-03-14,ROAD,77.33
PO-000445,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,228,6.1,2025-04-23,2025-05-02,2025-05-04,ROAD,81.62
PO-000446,NORDICSUPPLY,PRD-00024,Hand Sanitiser 500ml,252,6.16,2025-06-09,2025-06-23,2025-06-26,ROAD,90.22
PO-000447,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,264,6.1,2025-07-26,2025-08-05,2025-08-06,ROAD,94.51
PO-000448,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,240,6.01,2025-09-04,2025-09-13,2025-09-13,ROAD,85.92
PO-000449,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,264,6.02,2025-10-20,2025-10-31,2025-11-01,ROAD,94.51
PO-000450,NordicSupply AS,PRD-00024,Hand Sanitiser 500ml,354,6.17,2025-12-09,2025-12-17,2025-12-17,ROAD,126.73
PO-000525,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,192,7.89,2024-01-20,2024-01-30,2024-01-29,ROAD,354.82
PO-000526,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,192,7.6,2024-02-23,2024-03-03,2024-03-03,ROAD,354.82
PO-000527,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.64,2024-03-23,2024-04-02,2024-04-04,ROAD,443.52
PO-000528,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.78,2024-04-20,2024-04-29,2024-05-01,ROAD,443.52
PO-000529,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.73,2024-05-24,2024-06-02,2024-06-05,ROAD,443.52
PO-000530,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,288,8.02,2024-06-19,2024-06-27,2024-06-28,ROAD,532.22
PO-000531,NordicSupply AS,PRD-98378,Premium Ground Coffee 250g,288,7.72,2024-07-16,2024-07-27,2024-07-28,ROAD,532.22
PO-000532,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,288,8.21,2024-08-18,2024-09-04,2024-09-07,ROAD,532.22
PO-000533,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.98,2024-09-12,2024-09-25,2024-09-28,ROAD,443.52
PO-000534,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,288,8.0,2024-10-13,2024-10-24,2024-10-24,ROAD,532.22
PO-000535,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,336,7.87,2024-11-09,2024-11-17,2024-11-18,ROAD,620.93
PO-000536,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,384,7.75,2024-12-05,2024-12-15,2024-12-17,ROAD,709.63
PO-000537,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,192,7.78,2025-01-02,2025-01-13,2025-01-14,ROAD,354.82
PO-000538,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,192,7.73,2025-01-28,2025-02-05,2025-02-07,ROAD,354.82
PO-000539,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,192,7.53,2025-02-22,2025-03-03,2025-03-04,ROAD,354.82
PO-000540,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.54,2025-03-25,2025-04-03,2025-04-06,ROAD,443.52
PO-000541,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.83,2025-04-29,2025-05-08,2025-05-09,ROAD,443.52
PO-000542,NordicSupply,PRD-00028,Premium Ground Coffee 250g,240,7.73,2025-05-27,2025-06-04,2025-06-06,ROAD,443.52
PO-000543,NORDICSUPPLY,PRD-00028,Premium Ground Coffee 250g,288,7.86,2025-06-22,2025-06-30,2025-06-30,ROAD,532.22
PO-000544,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,288,7.65,2025-07-17,2025-07-28,2025-07-30,ROAD,532.22
PO-000545,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,288,7.88,2025-08-18,2025-08-28,2025-08-31,ROAD,532.22
PO-000546,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,240,7.83,2025-09-22,2025-09-30,2025-10-03,ROAD,443.52
PO-000547,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,288,7.95,2025-10-25,2025-11-09,2025-11-10,ROAD,532.22
PO-000548,NordicSupply AS,PRD-00028,Premium Ground Coffee 250g,336,7.59,2025-11-27,2025-12-07,2025-12-06,ROAD,620.93
PO-000585,NordicSupply AS,PRD-00031,Organic Honey 340g,216,5.61,2024-01-25,2024-02-03,2024-02-04,ROAD,321.62
PO-000586,NordicSupply AS,PRD-00031,Organic Honey 340g,264,5.68,2024-03-10,2024-03-22,2024-03-21,ROAD,393.1
PO-000587,NordicSupply AS,PRD-00031,Organic Honey 340g,264,5.48,2024-04-28,2024-05-07,2024-05-10,ROAD,393.1
PO-000588,NordicSupply AS,PRD-00031,Organic Honey 340g,312,5.49,2024-06-10,2024-06-21,2024-06-23,ROAD,464.57
PO-000589,NordicSupply AS,PRD-00031,Organic Honey 340g,312,5.63,2024-07-24,2024-08-06,2024-08-07,ROAD,464.57
PO-000590,NordicSupply AS,PRD-00031,Organic Honey 340g,288,5.46,05/09/2024,2024-09-17,2024-09-16,ROAD,428.83
PO-000591,NordicSupply AS,PRD-00031,Organic Honey 340g,312,5.47,2024-10-19,2024-10-29,2024-11-01,ROAD,464.57
PO-000592,NordicSupply AS,PRD-00031,Organic Honey 340g,432,5.68,2024-12-05,2024-12-16,2024-12-16,ROAD,643.25
PO-000593,NordicSupply AS,PRD-00031,Organic Honey 340g,216,5.37,2025-01-21,2025-02-01,2025-01-31,ROAD,321.62
PO-000594,NordicSupply AS,PRD-00031,Organic Honey 340g,264,5.45,2025-03-05,2025-03-14,2025-03-17,,393.1
PO-000595,NordicSupply AS,PRD-00031,Organic Honey 340g,264,5.57,2025-04-18,2025-04-30,2025-04-30,ROAD,393.1
PO-000596,NORDICSUPPLY,PRD-00031,Organic Honey 340g,288,5.43,2025-05-31,2025-06-12,2025-06-13,ROAD,428.83
PO-000597,NordicSupply AS,PRD-00031,Organic Honey 340g,312,5.45,2025-07-13,2025-07-21,2025-07-20,ROAD,464.57
PO-000598,NordicSupply AS,PRD-00031,Organic Honey 340g,312,5.62,2025-08-25,2025-09-05,2025-09-04,ROAD,464.57
PO-000599,NordicSupply AS,PRD-00031,Organic Honey 340g,312,5.58,2025-10-08,2025-10-19,2025-10-20,ROAD,464.57
PO-000600,NordicSupply AS,PRD-00031,Organic Honey 340g,384,5.45,2025-11-21,2025-11-30,2025-12-01,ROAD,571.78
PO-000601,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,432,1.59,2024-01-31,2024-02-10,2024-02-12,ROAD,844.13
PO-000602,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,528,1.61,2024-04-05,2024-04-16,2024-04-16,ROAD,1031.71
PO-000603,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,576,1.58,2024-06-01,2024-06-15,2024-06-16,ROAD,1125.5
PO-000604,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,624,1.58,2024-07-28,2024-08-10,2024-08-09,ROAD,1219.3
PO-000605,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,624,1.57,2024-10-01,2024-10-13,2024-10-15,ROAD,1219.3
PO-000606,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,864,1.59,2024-12-01,2024-12-11,2024-12-14,ROAD,1688.26
PO-000607,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,432,1.6,2025-02-02,2025-02-14,2025-02-17,ROAD,844.13
PO-000608,Nordic Supply A/S,PRD-00032,Extra Virgin Olive Oil 500ml,528,1.59,2025-03-31,2025-04-09,2025-04-08,ROAD,1031.71
PO-000609,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,576,1.68,2025-05-30,2025-06-10,2025-06-12,,1125.5
PO-000610,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,576,1.58,2025-08-02,2025-08-10,2025-08-09,ROAD,1125.5
PO-000611,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,624,1.51,01/10/2025,2025-10-13,2025-10-16,ROAD,1219.3
PO-000612,NordicSupply AS,PRD-00032,Extra Virgin Olive Oil 500ml,768,1.57,2025-11-25,2025-12-11,2025-12-10,ROAD,1500.67
