order_id,supplier_name,product_id,product_name,quantity,unit_cost,order_date,expected_delivery,actual_delivery,transport_mode,weight_kg_total
PO-000256,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,300,7.5,2025-04-20,2025-05-01,2025-05-04,ROAD,295.8
PO-000257,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,300,7.73,2025-05-16,2025-05-25,2025-05-27,ROAD,295.8
PO-000258,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,300,7.65,2025-06-17,2025-06-27,2025-06-30,ROAD,295.8
PO-000259,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,300,7.37,2025-07-13,2025-07-24,2025-07-23,ROAD,295.8
PO-000260,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,300,7.89,2025-08-08,2025-08-18,2025-08-18,ROAD,295.8
PO-000261,Eurofast GMBH,PRD-00014,Oven Cleaner 300ml,300,7.23,2025-09-12,2025-09-24,2025-09-24,ROAD,295.8
PO-000262,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,300,7.51,2025-10-14,2025-10-23,2025-10-23,ROAD,295.8
PO-000263,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,400,7.58,2025-11-09,2025-11-19,2025-11-19,ROAD,394.4
PO-000264,EuroFast GmbH,PRD-00014,Oven Cleaner 300ml,400,7.59,2025-12-11,2025-12-18,2025-12-17,ROAD,394.4
PO-000265,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,336,2.41,2024-01-25,2024-02-04,2024-02-03,ROAD,256.7
PO-000266,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,384,2.48,2024-03-30,2024-04-08,2024-04-07,ROAD,293.38
PO-000267,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,432,2.44,2024-05-31,2024-06-07,2024-06-09,ROAD,330.05
PO-000268,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,480,2.4,2024-07-26,2024-08-02,2024-08-04,ROAD,366.72
PO-000269,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,432,2.58,2024-09-25,2024-10-06,2024-10-07,ROAD,330.05
PO-000270,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,576,2.4,2024-11-27,2024-12-05,2024-12-07,ROAD,440.06
PO-000271,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,336,2.46,2025-01-26,2025-02-03,2025-02-02,ROAD,256.7
PO-000272,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,384,2.39,2025-03-31,2025-04-09,2025-04-10,ROAD,293.38
PO-000273,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,432,2.46,2025-05-31,2025-06-10,2025-06-10,ROAD,330.05
PO-000274,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,480,2.48,2025-07-26,2025-08-02,2025-08-01,ROAD,366.72
PO-000275,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,432,2.47,2025-09-28,2025-10-08,2025-10-10,ROAD,330.05
PO-000276,EuroFast GmbH,PRD-00015,Drain Unblocker 500ml,624,2.39,2025-12-01,2025-12-12,2025-12-15,ROAD,476.74
PO-000318,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.3,2024-01-16,2024-01-24,2024-01-27,ROAD,42.0
PO-000319,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,15.79,02/19/2024,2024-02-28,2024-03-02,ROAD,42.0
PO-000320,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.19,2024-03-23,2024-04-01,2024-04-01,ROAD,42.0
PO-000321,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.07,2024-04-21,2024-04-29,2024-04-28,ROAD,42.0
PO-000322,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.43,2024-05-18,2024-05-26,2024-05-28,ROAD,42.0
PO-000323,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,15.76,2024-06-13,2024-06-20,2024-06-19,ROAD,42.0
PO-000324,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.03,2024-07-18,2024-07-29,2024-07-30,RAIL,42.0
PO-000325,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.31,2024-08-16,2024-08-23,2024-08-22,,42.0
PO-000326,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,15.45,2024-09-14,2024-09-22,2024-09-21,ROAD,42.0
PO-000327,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.21,2024-10-19,2024-10-28,2024-10-31,ROAD,42.0
PO-000328,EuroFast GmbH,PRD-00018,Conditioner 400ml,200,16.53,2024-11-13,2024-11-20,2024-11-20,ROAD,84.0
PO-000329,EuroFast GmbH,PRD-00018,Conditioner 400ml,200,164.4,2024-12-18,2024-12-26,2024-12-25,ROAD,84.0
PO-000330,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.09,2025-01-19,2025-01-27,2025-01-29,ROAD,42.0
PO-000331,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.28,2025-02-18,2025-02-25,2025-02-28,ROAD,42.0
PO-000332,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.25,2025-03-15,2025-03-24,2025-03-27,ROAD,42.0
PO-000333,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.13,2025-04-16,2025-04-24,2025-04-26,ROAD,42.0
PO-000334,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,15.87,2025-05-17,2025-05-26,2025-05-27,ROAD,42.0
PO-000335,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.05,2025-06-14,2025-06-25,2025-06-28,RAIL,42.0
PO-000336,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.18,2025-07-15,2025-07-23,2025-07-22,ROAD,42.0
PO-000337,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.23,2025-08-19,2025-08-26,2025-08-25,,42.0
PO-000338,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.07,2025-09-20,2025-10-01,2025-10-04,RAIL,42.0
PO-000339,EuroFast GmbH,PRD-00018,Conditioner 400ml,100,16.08,2025-10-22,2025-10-29,2025-10-31,ROAD,42.0
PO-000340,EuroFast GmbH,PRD-00018,Conditioner 400ml,200,16.0,2025-11-17,2025-11-29,2025-11-30,ROAD,84.0
PO-000341,EuroFast GmbH,PRD-00018,Conditioner 400ml,200,16.37,2025-12-16,2025-12-26,2025-12-28,ROAD,84.0
PO-000405,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,186,2.62,2024-01-05,2024-01-12,2024-01-11,ROAD,101.56
PO-000406,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,222,2.61,2024-03-04,2024-03-11,2024-03-11,,121.21
PO-000407,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,246,2.7,2024-05-01,2024-05-11,2024-05-10,ROAD,134.32
PO-000408,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,270,2.55,2024-07-04,2024-07-14,2024-07-15,ROAD,147.42
PO-000409,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,246,2.66,2024-09-03,2024-09-10,2024-09-09,ROAD,134.32
PO-000410,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,336,2.76,2024-11-05,2024-11-12,2024-11-15,ROAD,183.46
PO-000411,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,372,2.7,2024-12-30,2025-01-06,2025-01-07,ROAD,203.11
PO-000412,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,222,2.7,2025-03-02,2025-03-09,2025-03-08,ROAD,121.21
PO-000413,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,234,2.62,2025-04-29,2025-05-06,2025-05-06,ROAD,127.76
PO-000414,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,258,2.74,2025-06-25,2025-07-02,2025-07-03,ROAD,140.87
PO-000415,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,258,2.64,2025-08-25,2025-09-01,2025-09-01,ROAD,140.87
PO-000416,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,270,2.77,2025-10-26,2025-11-03,2025-11-03,ROAD,147.42
PO-000417,EuroFast GmbH,PRD-00022,Facial Cleanser 150ml,372,2.72,2025-12-26,2026-01-05,2026-01-08,ROAD,203.11
PO-000475,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,120,11.59,04/01/24,2024-01-16,2024-01-19,ROAD,25.92
PO-000476,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,120,12.03,2024-02-05,2024-02-13,2024-02-12,ROAD,25.92
PO-000477,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,144,11.52,2024-03-03,2024-03-11,2024-03-11,ROAD,31.1
PO-000478,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,144,11.99,2024-03-28,2024-04-07,2024-04-06,ROAD,31.1
PO-000479,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,12.23,2024-05-02,2024-05-10,2024-05-12,ROAD,36.29
PO-000480,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,11.68,2024-05-29,2024-06-08,2024-06-11,ROAD,36.29
PO-000481,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,12.03,2024-06-27,2024-07-07,2024-07-09,ROAD,36.29
PO-000482,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,192,11.51,2024-07-24,2024-08-05,2024-08-05,ROAD,41.47
PO-000483,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,12.06,2024-08-22,2024-09-01,2024-09-03,,36.29
PO-000484,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,11.81,2024-09-20,2024-10-01,2024-10-02,ROAD,36.29
PO-000485,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,192,11.98,2024-10-17,2024-10-24,2024-10-23,ROAD,41.47
PO-000486,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,216,11.74,2024-11-18,2024-11-28,2024-11-30,ROAD,46.66
PO-000487,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,240,11.73,2024-12-15,2024-12-24,2024-12-23,ROAD,51.84
PO-000488,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,120,11.96,2025-01-14,2025-01-21,2025-01-21,ROAD,25.92
PO-000489,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,120,11.92,2025-02-12,2025-02-21,2025-02-24,ROAD,25.92
PO-000490,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,144,11.75,2025-03-15,2025-03-24,2025-03-25,ROAD,31.1
PO-000491,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,144,11.91,2025-04-10,2025-04-19,2025-04-22,ROAD,31.1
PO-000492,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,12.19,2025-05-05,2025-05-15,2025-05-15,ROAD,36.29
PO-000493,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,11.94,2025-05-31,2025-06-09,2025-06-11,ROAD,36.29
PO-000494,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,192,11.65,2025-07-01,2025-07-08,2025-07-11,ROAD,41.47
PO-000495,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,192,11.88,2025-07-28,2025-08-04,2025-08-03,ROAD,41.47
PO-000496,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,168,11.87,2025-08-30,2025-09-08,2025-09-07,ROAD,36.29
PO-000497,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,192,11.83,2025-10-03,2025-10-11,2025-10-13,ROAD,41.47
PO-000498,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,216,11.6,2025-11-02,2025-11-10,2025-11-10,ROAD,46.66
PO-000499,EuroFast GmbH,PRD-00026,Mouthwash Fresh Mint 500ml,-240,11.88,2025-12-06,2025-12-17,2025-12-16,ROAD,51.84
PO-000549,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,192,3.66,2024-01-21,2024-01-30,2024-02-01,ROAD,118.66
PO-000550,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,240,3.71,2024-03-26,2024-04-05,2024-04-05,ROAD,148.32
PO-000551,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,264,3.88,2024-05-24,2024-05-31,2024-06-03,ROAD,163.15
PO-000552,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,288,3.67,2024-07-23,2024-08-01,2024-08-03,ROAD,177.98
PO-000553,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,264,3.7,2024-09-24,2024-10-01,2024-10-03,ROAD,163.15
PO-000554,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,360,3.64,2024-11-24,2024-12-02,2024-12-01,ROAD,222.48
PO-000555,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,192,3.66,2025-01-20,2025-01-27,2025-01-28,ROAD,118.66
PO-000556,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,240,3.81,2025-03-22,2025-03-31,2025-03-30,ROAD,148.32
PO-000557,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,264,3.74,2025-05-18,2025-05-26,2025-05-25,ROAD,163.15
PO-000558,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,288,3.52,2025-07-20,2025-07-31,2025-08-03,ROAD,177.98
PO-000559,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,264,3.62,2025-09-15,2025-09-22,2025-09-23,ROAD,163.15
PO-000560,EuroFast GmbH,PRD-00029,English Breakfast Tea 80-Pack,360,3.6,2025-11-09,2025-11-19,2025-11-20,ROAD,222.48
PO-000675,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,204,6.22,2024-01-11,2024-01-19,2024-01-20,ROAD,284.17
PO-000676,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,216,6.17,2024-02-21,2024-02-29,2024-02-29,ROAD,300.89
PO-000677,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,258,6.16,07/04/24,2024-04-15,2024-04-17,ROAD,359.39
PO-000678,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,276,6.06,2024-05-24,2024-05-31,2024-06-01,ROAD,384.47
PO-000679,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,300,6.35,2024-07-13,2024-07-24,2024-07-23,ROAD,417.9
PO-000680,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,288,6.34,2024-08-25,2024-09-04,2024-09-06,,401.18
PO-000681,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,300,6.35,2024-10-05,2024-10-13,2024-10-15,ROAD,417.9
PO-000682,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,366,6.04,2024-11-16,2024-11-25,2024-11-26,ROAD,509.84
PO-000683,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,204,6.27,2025-01-05,2025-01-15,2025-01-14,ROAD,284.17
PO-000684,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,216,6.01,2025-02-18,2025-02-27,2025-02-27,ROAD,300.89
PO-000685,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,258,6.31,2025-04-05,2025-04-13,2025-04-12,ROAD,359.39
PO-000686,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,276,6.09,2025-05-17,2025-05-26,2025-05-26,ROAD,384.47
PO-000687,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,300,6.31,2025-07-02,2025-07-12,2025-07-14,ROAD,417.9
PO-000688,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,288,6.34,18/08/2025,2025-08-26,2025-08-28,ROAD,401.18
PO-000689,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,300,6.24,2025-10-03,2025-10-11,2025-10-13,ROAD,417.9
PO-000690,EuroFast GmbH,PRD-00036,Herbal Tea Variety 40-Pack,366,6.15,2025-11-19,2025-11-29,2025-12-01,ROAD,509.84
PO-000919,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,216,3.62,2024-01-09,2024-01-18,2024-01-21,ROAD,769.18
PO-000920,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,264,3.66,2024-03-07,2024-03-16,2024-03-16,ROAD,940.1
PO-000921,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,288,3.73,2024-05-02,2024-05-10,2024-05-12,ROAD,1025.57
PO-000922,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,288,3.84,2024-06-30,2024-07-07,2024-07-07,ROAD,1025.57
PO-000923,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,288,3.54,2024-09-01,2024-09-10,2024-09-12,ROAD,1025.57
PO-000924,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,384,3.69,2024-11-05,2024-11-12,2024-11-14,ROAD,1367.42
PO-000925,EUROFAST,PRD-00047,Industrial Degreaser 2L,216,3.64,2025-01-02,2025-01-11,2025-01-13,ROAD,769.18
PO-000926,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,240,3.73,2025-02-28,2025-03-08,2025-03-07,ROAD,854.64
PO-000927,EUROFAST,PRD-00047,Industrial Degreaser 2L,288,3.61,2025-05-01,2025-05-09,2025-05-10,ROAD,1025.57
PO-000928,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,288,3.54,2025-06-25,2025-07-04,2025-07-07,ROAD,1025.57
PO-000929,Euro Fast GmbH,PRD-00047,Industrial Degreaser 2L,288,3.65,2025-08-24,2025-09-01,2025-09-03,ROAD,1025.57
PO-000930,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,312,3.8,2025-10-27,2025-11-03,2025-11-06,ROAD,1111.03
PO-000931,EuroFast GmbH,PRD-00047,Industrial Degreaser 2L,432,3.56,2025-12-24,2026-01-01,2025-12-31,ROAD,1538.35
