order_id,supplier_name,product_id,product_name,quantity,unit_cost,order_date,expected_delivery,actual_delivery,transport_mode,weight_kg_total
PO-000867,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,48,27.86,2025-01-06,2025-01-31,2025-01-31,SEA,39.79
PO-000868,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,48,26.54,2025-02-04,2025-02-25,2025-02-25,SEA,39.79
PO-000869,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,48,26.81,2025-03-09,2025-04-02,2025-04-04,SEA,39.79
PO-000870,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,48,26.73,2025-04-10,2025-05-10,2025-05-09,SEA,39.79
PO-000871,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,48,27.24,2025-05-11,2025-06-05,2025-06-07,SEA,39.79
PO-000872,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,72,27.39,2025-06-15,2025-07-05,2025-07-08,SEA,59.69
PO-000873,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,72,26.93,2025-07-14,2025-08-06,2025-08-06,SEA,59.69
PO-000874,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,72,27.86,2025-08-16,2025-09-23,2025-09-22,SEA,59.69
PO-000875,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,48,27.43,2025-09-10,2025-10-03,2025-10-04,SEA,39.79
PO-000875,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,50,27.43,2025-09-10,2025-10-03,2025-10-04,SEA,39.79
PO-000876,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,72,26.85,2025-10-14,2025-11-05,2025-11-04,SEA,59.69
PO-000877,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,72,28.15,2025-11-08,2025-11-28,2025-11-28,SEA,59.69
PO-000878,IndiaManufact Pvt,PRD-00044,Personalised Mug Gift Box,96,26.89,2025-12-12,2026-01-15,2026-01-14,SEA,79.58
