DateKey,reporting_period,Year,MonthNumber,supplier_id,supplier_name,country_of_origin,region,transport_mode,transport_mode_label,shipment_count,total_weight_kg,total_units_shipped,total_carbon_kg_co2e,total_carbon_tonnes,carbon_per_unit_kg,carbon_saved_vs_air_kg,total_order_value_gbp,reliability_score
20240601,2024-06,2024,6,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,AIR,Air Freight,1,27.84,96,112.29,0.1123,1.1697,0.0,1766.4,0.8
20240601,2024-06,2024,6,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,340.22,648,106.15,0.1061,0.1638,3887.69,4038.96,0.78
20240601,2024-06,2024,6,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),4,566.72,666,79.34,0.0793,0.1191,398.29,6471.6,0.91
20240601,2024-06,2024,6,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,1331.78,938,33.29,0.0333,0.0355,167.14,8280.2,0.96
20240601,2024-06,2024,6,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1128.22,492,28.21,0.0282,0.0573,141.59,3204.84,0.98
20240601,2024-06,2024,6,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,67.63,144,11.9,0.0119,0.0826,435.94,3036.48,0.8
20240601,2024-06,2024,6,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),2,73.1,244,8.04,0.008,0.033,40.37,3300.24,0.93
20240701,2024-07,2024,7,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),9,3144.86,2040,566.07,0.5661,0.2775,2841.7,13768.0,0.85
20240701,2024-07,2024,7,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,2,163.47,172,541.25,0.5412,3.1468,0.0,3885.2,0.76
20240701,2024-07,2024,7,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,2273.04,1908,318.23,0.3182,0.1668,1597.49,9928.74,0.91
20240701,2024-07,2024,7,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),9,2276.04,2042,250.36,0.2504,0.1226,1256.83,10334.44,0.93
20240701,2024-07,2024,7,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,1731.72,900,43.29,0.0433,0.0481,217.33,5346.96,0.98
20240701,2024-07,2024,7,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,101.12,348,31.55,0.0315,0.0907,1155.5,3278.16,0.78
20240701,2024-07,2024,7,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,574.52,640,14.36,0.0144,0.0224,72.1,4404.0,0.96
20240701,2024-07,2024,7,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),1,59.69,72,10.51,0.0105,0.146,384.76,1970.64,0.8
20240801,2024-08,2024,8,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,398.77,450,1320.33,1.3203,2.9341,0.0,7234.92,0.76
20240801,2024-08,2024,8,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),7,1638.9299999999998,1370,295.01,0.295,0.2153,1480.94,9860.88,0.85
20240801,2024-08,2024,8,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),1,267.79,336,83.55,0.0836,0.2487,3060.04,823.2,0.78
20240801,2024-08,2024,8,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),3,551.26,540,77.18,0.0772,0.1429,387.43,5601.72,0.91
20240801,2024-08,2024,8,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,921.12,360,23.03,0.023,0.064,115.6,3140.16,0.98
20240801,2024-08,2024,8,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,903.09,504,22.58,0.0226,0.0448,113.34,4932.6,0.96
20240801,2024-08,2024,8,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),1,161.2,200,17.54,0.0175,0.0877,642.35,1924.0,0.76
20240801,2024-08,2024,8,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3682.56,0.8
20240801,2024-08,2024,8,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),1,42.0,100,4.62,0.0046,0.0462,23.19,1546.0,0.93
20240901,2024-09,2024,9,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,3,324.67,372,1074.98,1.075,2.8897,0.0,5865.32,0.76
20240901,2024-09,2024,9,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),8,2116.18,1468,380.91,0.3809,0.2595,1912.18,11039.96,0.85
20240901,2024-09,2024,9,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,AIR,Air Freight,1,46.02,156,254.88,0.2549,1.6338,0.0,1686.36,0.78
20240901,2024-09,2024,9,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,1744.61,1656,244.25,0.2442,0.1475,1226.11,8880.66,0.91
20240901,2024-09,2024,9,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),8,2051.59,1786,225.67,0.2257,0.1264,1132.89,8055.88,0.93
20240901,2024-09,2024,9,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),6,1408.0800000000002,1102,35.2,0.0352,0.0319,176.71,9085.66,0.96
20240901,2024-09,2024,9,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,101.12,348,31.55,0.0315,0.0907,1155.5,3353.04,0.78
20240901,2024-09,2024,9,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,751.32,492,18.78,0.0188,0.0382,94.29,2047.8,0.98
20240901,2024-09,2024,9,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3690.0,0.8
20240901,2024-09,2024,9,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),1,74.1,78,8.06,0.0081,0.1033,295.27,1455.48,0.76
20240901,2024-09,2024,9,SUP-002,EuroFast GmbH,Germany,EUROPEAN,RAIL,Rail (Freight),1,42.0,100,0.29,0.0003,0.0029,6.03,1607.0,0.93
20241001,2024-10,2024,10,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,393.07,444,1301.45,1.3015,2.9312,0.0,7155.76,0.76
20241001,2024-10,2024,10,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),6,2024.69,1330,364.44,0.3644,0.274,1829.51,7062.52,0.85
20241001,2024-10,2024,10,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,285.12,456,88.96,0.089,0.1951,3258.07,2491.92,0.78
20241001,2024-10,2024,10,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),3,547.3199999999999,522,76.62,0.0766,0.1468,384.66,5236.4400000000005,0.91
20241001,2024-10,2024,10,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,1210.21,844,30.26,0.0303,0.0359,151.88,7547.64,0.96
20241001,2024-10,2024,10,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,921.12,360,23.03,0.023,0.064,115.6,3153.84,0.98
20241001,2024-10,2024,10,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),3,95.47,240,16.8,0.0168,0.07,615.4,4809.6,0.8
20241001,2024-10,2024,10,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),2,73.1,244,8.04,0.008,0.033,40.37,3399.6800000000003,0.93
20241101,2024-11,2024,11,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,6,601.67,646,1992.13,1.9921,3.0838,0.0,10984.16,0.76
20241101,2024-11,2024,11,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),11,3904.5,2564,702.81,0.7028,0.2741,3528.11,19036.08,0.85
20241101,2024-11,2024,11,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,2765.59,2274,387.18,0.3872,0.1703,1943.66,11994.9,0.91
20241101,2024-11,2024,11,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),8,2812.86,2446,309.41,0.3094,0.1265,1553.26,12169.64,0.93
20241101,2024-11,2024,11,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,111.74,384,34.86,0.0349,0.0908,1276.85,3797.76,0.78
20241101,2024-11,2024,11,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1041.28,688,26.03,0.026,0.0378,130.68,2875.04,0.98
20241101,2024-11,2024,11,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3637.2,0.8
20241101,2024-11,2024,11,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,472.0,500,11.8,0.0118,0.0236,59.24,3139.0,0.96
20241201,2024-12,2024,12,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,410.94,492,1360.62,1.3606,2.7655,0.0,9190.52,0.76
20241201,2024-12,2024,12,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),6,1870.42,1664,336.68,0.3367,0.2023,1690.11,11816.72,0.85
20241201,2024-12,2024,12,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),3,450.7,840,140.62,0.1406,0.1674,5150.15,5182.32,0.78
20241201,2024-12,2024,12,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,1725.55,1218,43.14,0.0431,0.0354,216.56,10842.3,0.96
20241201,2024-12,2024,12,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),3,301.62,684,42.23,0.0422,0.0617,211.98,7128.780000000001,0.91
20241201,2024-12,2024,12,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,1315.87,504,32.9,0.0329,0.0653,165.14,4410.0,0.98
20241201,2024-12,2024,12,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,87.53,168,15.41,0.0154,0.0917,564.22,3752.16,0.8
20241201,2024-12,2024,12,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),2,125.47,392,13.8,0.0138,0.0352,69.28,5514.0,0.93
20250101,2025-01,2025,1,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,5,380.71,410,1260.53,1.2605,3.0745,0.0,7045.16,0.76
20250101,2025-01,2025,1,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),11,2806.9,1950,505.24,0.5052,0.2591,2536.31,12406.28,0.85
20250101,2025-01,2025,1,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,AIR,Air Freight,1,79.58,96,320.98,0.321,3.3435,0.0,2615.04,0.8
20250101,2025-01,2025,1,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),9,2570.66,1884,282.77,0.2828,0.1501,1419.52,10740.14,0.93
20250101,2025-01,2025,1,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,1919.97,1560,268.8,0.2688,0.1723,1349.36,8717.16,0.91
20250101,2025-01,2025,1,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,981.15,488,24.53,0.0245,0.0503,123.13,3093.6,0.98
20250101,2025-01,2025,1,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,73.19,252,22.84,0.0228,0.0906,836.34,2319.48,0.78
20250101,2025-01,2025,1,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,663.72,668,16.59,0.0166,0.0248,83.3,5279.48,0.96
20250101,2025-01,2025,1,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,67.63,144,11.9,0.0119,0.0826,435.94,2986.08,0.8
20250201,2025-02,2025,2,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,278.11,302,920.82,0.9208,3.0491,0.0,5192.8,0.76
20250201,2025-02,2025,2,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),3,561.58,366,101.08,0.1011,0.2762,507.44,3245.4,0.85
20250201,2025-02,2025,2,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,217.12,348,67.74,0.0677,0.1947,2481.03,1913.28,0.78
20250201,2025-02,2025,2,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),3,428.85,402,60.04,0.06,0.1494,301.4,4054.26,0.91
20250201,2025-02,2025,2,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,679.87,264,17.0,0.017,0.0644,85.32,2371.92,0.98
20250201,2025-02,2025,2,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),1,505.8,150,12.64,0.0126,0.0843,63.48,1470.0,0.96
20250201,2025-02,2025,2,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),1,42.0,100,4.62,0.0046,0.0462,23.19,1636.0,0.93
20250201,2025-02,2025,2,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),1,13.92,48,2.45,0.0024,0.051,89.73,900.48,0.8
20250301,2025-03,2025,3,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,3,226.81,248,750.97,0.751,3.0281,0.0,4244.4,0.76
20250301,2025-03,2025,3,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),11,2256.81,1688,406.23,0.4062,0.2407,2039.25,11354.92,0.85
20250301,2025-03,2025,3,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),8,1594.25,1488,223.2,0.2232,0.15,1120.44,7906.02,0.91
20250301,2025-03,2025,3,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),9,1803.77,1670,198.41,0.1984,0.1188,996.04,8794.5,0.93
20250301,2025-03,2025,3,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,254.13,402,79.29,0.0793,0.1972,2903.94,2186.28,0.78
20250301,2025-03,2025,3,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),5,1196.76,960,29.92,0.0299,0.0312,150.19,7805.92,0.96
20250301,2025-03,2025,3,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,579.9200000000001,392,14.5,0.0145,0.037,72.78,1695.52,0.98
20250301,2025-03,2025,3,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,53.71,96,9.45,0.0095,0.0984,346.21,2158.08,0.8
20250401,2025-04,2025,4,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,2,174.4,166,577.44,0.5774,3.4786,0.0,3070.66,0.76
20250401,2025-04,2025,4,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),5,1495.06,952,269.11,0.2691,0.2827,1350.94,5845.52,0.85
20250401,2025-04,2025,4,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),3,1008.02,484,110.88,0.1109,0.2291,556.63,4061.2,0.93
20250401,2025-04,2025,4,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),3,426.69,444,59.74,0.0597,0.1345,299.88,4215.96,0.91
20250401,2025-04,2025,4,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,80.27,276,25.04,0.025,0.0907,917.25,2749.92,0.78
20250401,2025-04,2025,4,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),2,877.25,336,21.93,0.0219,0.0653,110.09,2946.24,0.98
20250401,2025-04,2025,4,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),4,655.29,716,16.38,0.0164,0.0229,82.24,6217.08,0.96
20250401,2025-04,2025,4,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,53.71,96,9.45,0.0095,0.0984,346.21,2168.64,0.8
20250401,2025-04,2025,4,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,SEA,Sea (Container),1,62.7,66,6.82,0.0068,0.1033,249.85,1205.82,0.76
20250501,2025-05,2025,5,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,5,375.81,420,1244.31,1.2443,2.9626,0.0,6595.16,0.76
20250501,2025-05,2025,5,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),9,2371.23,1694,426.82,0.4268,0.252,2142.64,10221.52,0.85
20250501,2025-05,2025,5,SUP-005,NordicSupply AS,Sweden,EUROPEAN,ROAD,Road (HGV),7,2012.65,1560,281.77,0.2818,0.1806,1414.49,7418.04,0.91
20250501,2025-05,2025,5,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),8,1059.66,1592,116.56,0.1166,0.0732,585.14,8611.2,0.93
20250501,2025-05,2025,5,SUP-008,LocalPack Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,1365.34,684,34.13,0.0341,0.0499,171.35,4131.360000000001,0.98
20250501,2025-05,2025,5,SUP-003,AsiaSource Co,China,INTERCONTINENTAL,SEA,Sea (Container),2,97.58,336,30.44,0.0304,0.0906,1115.05,3115.6800000000003,0.78
20250501,2025-05,2025,5,SUP-001,BritGoods Ltd,United Kingdom,DOMESTIC,ROAD,Road (HGV),3,832.28,602,20.81,0.0208,0.0346,104.45,4356.6,0.96
20250501,2025-05,2025,5,SUP-004,IndiaManufact Pvt,India,INTERCONTINENTAL,SEA,Sea (Container),2,67.63,144,11.9,0.0119,0.0826,435.94,2981.28,0.8
20250501,2025-05,2025,5,SUP-005,NordicSupply AS,Sweden,EUROPEAN,SEA,Sea (Container),1,30.22,138,0.12,0.0001,0.0009,4.43,1985.82,0.91
20250601,2025-06,2025,6,SUP-007,USBrands Inc,United States,INTERCONTINENTAL,AIR,Air Freight,4,398.77,450,1320.33,1.3203,2.9341,0.0,7168.68,0.76
20250601,2025-06,2025,6,SUP-006,MedTrade SRL,Italy,EUROPEAN,ROAD,Road (HGV),6,1794.38,1140,322.99,0.323,0.2833,1621.4,8817.8,0.85
20250601,2025-06,2025,6,SUP-002,EuroFast GmbH,Germany,EUROPEAN,ROAD,Road (HGV),2,1067.57,388,117.43,0.1174,0.3027,589.51,2718.2,0.93
