DateKey,YearMonth,Year,MonthNumber,product_id,product_name,category_name,warehouse_id,abc_class,stock_on_hand,stock_cover_days,avg_daily_demand,stock_value_gbp,excess_stock_value_gbp,potential_revenue,gross_margin_value,is_stock_out,is_slow_mover,is_at_risk,days_cover_band
20240101,2024-01,2024,1,PRD-00017,Daily Shampoo 400ml,Personal Care,WH-001,A,280,79.8,3.51,3950.8,0.0,5387.2,1054.8636,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00018,Conditioner 400ml,Personal Care,WH-001,A,250,79.8,3.13,4035.0,0.0,5385.0,1008.75,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00019,Body Lotion 250ml,Personal Care,WH-001,C,303,80.0,3.79,742.35,0.0,1199.8799999999999,282.093,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00020,Shower Gel 500ml,Personal Care,WH-001,B,254,79.9,3.18,2024.38,0.0,2997.2000000000003,655.8991199999999,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00021,Deodorant Roll-On 50ml,Personal Care,WH-001,B,189,79.6,2.37,1882.44,0.0,2986.2000000000003,696.5028,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00022,Facial Cleanser 150ml,Personal Care,WH-003,C,247,79.7,3.1,657.02,0.0,1195.48,295.00197999999995,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00023,Lip Balm SPF15,Personal Care,WH-002,C,160,79.7,2.01,678.4,0.0,1195.2,293.0688,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00024,Hand Sanitiser 500ml,Personal Care,WH-002,C,126,79.6,1.58,768.6,0.0,1194.48,274.39020000000005,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00025,Toothpaste Whitening 100ml,Personal Care,WH-001,B,238,79.9,2.98,1965.88,0.0,2996.42,676.26272,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00026,Mouthwash Fresh Mint 500ml,Personal Care,WH-001,B,182,79.6,2.29,2176.72,0.0,2986.62,589.89112,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00027,Cotton Buds 200-Pack,Personal Care,WH-002,A,290,79.8,3.63,3230.6,0.0,5385.3,1292.24,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00028,Premium Ground Coffee 250g,Food and Beverage,WH-001,B,286,79.9,3.58,2213.64,0.0,2997.28,577.76004,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00029,English Breakfast Tea 80-Pack,Food and Beverage,WH-003,C,267,79.7,3.35,987.9,0.0,1196.16,172.8825,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00030,Instant Hot Chocolate 400g,Food and Beverage,WH-001,B,296,80.0,3.7,2163.76,0.0,2998.48,601.5252800000001,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00031,Organic Honey 340g,Food and Beverage,WH-003,C,154,79.8,1.93,843.92,0.0,1196.58,248.9564,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00032,Extra Virgin Olive Oil 500ml,Food and Beverage,WH-003,C,568,79.9,7.11,908.8,0.0,1198.48,218.11199999999997,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00033,Apple Cider Vinegar 500ml,Food and Beverage,WH-001,B,267,79.8,3.35,2269.5,0.0,2993.07,549.219,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00034,Protein Granola 500g,Food and Beverage,WH-002,C,330,79.9,4.13,851.4,0.0,1197.8999999999999,246.90599999999998,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00035,Mixed Nuts 200g,Food and Beverage,WH-003,B,265,79.8,3.32,2347.9,0.0,2991.85,504.7985,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00036,Herbal Tea Variety 40-Pack,Food and Beverage,WH-001,C,145,79.7,1.82,901.9,0.0,1194.8,221.8674,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00037,Sparkling Water 12x500ml,Food and Beverage,WH-002,C,154,79.8,1.93,933.24,0.0,1196.58,205.31279999999998,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00038,Luxury Bath Gift Set,Seasonal and Gifting,WH-003,A,161,80.0,2.01,3049.34,0.0,5396.72,1326.4629,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00039,Premium Scented Candle Set,Seasonal and Gifting,WH-001,A,125,79.7,1.57,3436.25,0.0,5378.75,1240.48625,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00040,Artisan Chocolate Selection Box,Seasonal and Gifting,WH-001,B,218,79.8,2.73,1386.48,0.0,2993.14,744.5397600000001,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00041,Spa Pamper Set,Seasonal and Gifting,WH-001,A,159,79.6,2.0,2866.77,0.0,5371.02,1335.91482,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00042,Aromatherapy Diffuser Kit,Seasonal and Gifting,WH-002,A,125,79.7,1.57,2542.5,0.0,5378.75,1339.8975,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00043,Premium Notebook and Pen Set,Seasonal and Gifting,WH-001,A,314,79.9,3.93,3140.0,0.0,5394.5199999999995,1312.52,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00044,Personalised Mug Gift Box,Seasonal and Gifting,WH-002,A,121,79.8,1.52,3298.46,0.0,5383.29,1276.50402,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00045,Festive Reed Diffuser,Seasonal and Gifting,WH-001,A,146,79.7,1.83,2649.9,0.0,5378.64,1343.4993000000002,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00046,Professional Floor Cleaner 5L,Cleaning Products,WH-002,C,151,79.5,1.9,992.07,0.0,1192.9,166.66776000000002,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00047,Industrial Degreaser 2L,Cleaning Products,WH-001,C,286,79.9,3.58,1043.9,0.0,1198.3400000000001,134.66310000000001,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00048,Antibacterial Surface Spray 1L,Cleaning Products,WH-001,C,216,79.9,2.7,1051.92,0.0,1198.8,129.38616000000002,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00049,Laundry Detergent 2.5kg,Cleaning Products,WH-002,B,249,79.8,3.12,2636.91,0.0,2992.98,313.79229,False,False,False,Excess (60-90d)
20240101,2024-01,2024,1,PRD-00050,Fabric Softener 1.5L,Cleaning Products,WH-003,B,251,79.8,3.15,2497.45,0.0,2991.92,412.07924999999994,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00001,Premium Kitchen Roll 6-Pack,Household Essentials,WH-002,C,278,102.5,2.71,1376.1,168.79499999999985,1640.2,221.5521,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00002,Aluminium Foil 30m Roll,Household Essentials,WH-003,C,431,104.5,4.12,1392.13,194.44600000000014,1672.28,233.87784000000002,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00003,Cling Film 100m,Household Essentials,WH-003,C,332,115.6,2.87,1457.48,323.5430000000001,1849.24,307.52828,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00004,Bin Bags 40L 50-Pack,Household Essentials,WH-002,B,116,42.5,2.73,1443.04,0.0,1698.24,216.456,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00005,Washing Up Liquid 500ml,Household Essentials,WH-003,C,229,101.5,2.26,1284.69,143.6160000000002,1623.61,268.50021,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00006,Dishwasher Tablets 60-Pack,Household Essentials,WH-001,C,171,100.5,1.7,1323.54,139.31999999999994,1607.4,232.94304,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00007,Kitchen Cleaner Spray 750ml,Household Essentials,WH-002,B,140,46.4,3.02,1461.6,0.0,1856.3999999999999,309.8592,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00008,Toilet Cleaner 750ml,Household Essentials,WH-002,C,368,100.7,3.65,1380.0,148.125,1611.84,197.34,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00009,Bathroom Cleaner 500ml,Household Essentials,WH-001,C,214,82.4,2.6,1033.62,0.0,1318.24,224.29553999999996,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00010,Multi-Surface Wipes 80-Pack,Household Essentials,WH-003,C,219,44.2,4.95,589.11,0.0,707.37,98.38137,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00011,Sponge Scourers 10-Pack,Household Essentials,WH-003,B,214,86.3,2.48,2801.26,0.0,3451.8199999999997,526.6368800000001,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00012,Paper Towels 12-Roll,Household Essentials,WH-001,C,78,47.5,1.64,648.96,0.0,759.72,94.74816000000001,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00013,Rubber Gloves Medium Pair,Household Essentials,WH-003,B,305,86.9,3.51,2888.35,0.0,3477.0,488.13115,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00014,Oven Cleaner 300ml,Household Essentials,WH-001,C,177,105.0,1.69,1320.42,185.75400000000013,1679.73,282.56988,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00015,Drain Unblocker 500ml,Household Essentials,WH-001,C,605,108.1,5.59,1482.25,249.65499999999997,1730.3,214.92625,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00016,Moisturising Hand Cream 100ml,Personal Care,WH-001,C,232,99.3,2.34,979.04,90.30799999999999,1589.1999999999998,375.95135999999997,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00017,Daily Shampoo 400ml,Personal Care,WH-001,A,281,75.1,3.74,3964.91,0.0,5406.44,1058.63097,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00018,Conditioner 400ml,Personal Care,WH-003,A,262,78.4,3.34,4228.68,0.0,5643.48,1057.17,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00019,Body Lotion 250ml,Personal Care,WH-001,C,199,49.3,4.04,487.55,0.0,788.04,185.269,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00020,Shower Gel 500ml,Personal Care,WH-001,B,296,87.3,3.39,2359.12,0.0,3492.8,764.35488,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00021,Deodorant Roll-On 50ml,Personal Care,WH-003,B,118,46.6,2.53,1175.28,0.0,1864.4,434.85360000000003,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00022,Facial Cleanser 150ml,Personal Care,WH-003,C,337,101.9,3.31,896.42,104.00599999999997,1631.08,402.4925799999999,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00023,Lip Balm SPF15,Personal Care,WH-003,C,188,87.8,2.14,797.12,0.0,1404.36,344.35584,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00024,Hand Sanitiser 500ml,Personal Care,WH-001,C,176,104.3,1.69,1073.6,145.78999999999996,1668.48,383.2752,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00025,Toothpaste Whitening 100ml,Personal Care,WH-002,B,290,91.3,3.18,2395.4,0.0,3651.1,824.0175999999999,False,False,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00026,Mouthwash Fresh Mint 500ml,Personal Care,WH-002,B,196,80.4,2.44,2344.16,0.0,3216.36,635.2673599999999,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00027,Cotton Buds 200-Pack,Personal Care,WH-003,A,170,43.8,3.88,1893.8,0.0,3156.9,757.52,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00028,Premium Ground Coffee 250g,Food and Beverage,WH-002,B,317,83.1,3.82,2453.58,0.0,3322.1600000000003,640.38438,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00029,English Breakfast Tea 80-Pack,Food and Beverage,WH-001,C,353,98.8,3.57,1306.1,117.28999999999974,1581.44,228.5675,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00030,Instant Hot Chocolate 400g,Food and Beverage,WH-003,B,342,86.6,3.95,2500.02,0.0,3464.4600000000005,695.00556,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00031,Organic Honey 340g,Food and Beverage,WH-003,C,97,47.1,2.06,531.56,0.0,753.6899999999999,156.81019999999998,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00032,Extra Virgin Olive Oil 500ml,Food and Beverage,WH-001,C,783,103.3,7.58,1252.8,161.27999999999975,1652.1299999999999,300.67199999999997,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00033,Apple Cider Vinegar 500ml,Food and Beverage,WH-003,B,365,102.3,3.57,3102.5,0.0,4091.65,750.805,False,False,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00034,Protein Granola 500g,Food and Beverage,WH-002,C,202,45.8,4.41,521.16,0.0,733.26,151.13639999999998,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00035,Mixed Nuts 200g,Food and Beverage,WH-003,B,306,86.4,3.54,2711.16,0.0,3454.74,582.8993999999999,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00036,Herbal Tea Variety 40-Pack,Food and Beverage,WH-002,C,199,102.5,1.94,1237.78,151.76800000000003,1639.76,304.49388000000005,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00037,Sparkling Water 12x500ml,Food and Beverage,WH-003,C,191,92.8,2.06,1157.46,33.93600000000015,1484.07,254.64120000000003,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00038,Luxury Bath Gift Set,Seasonal and Gifting,WH-001,A,98,45.6,2.15,1856.12,0.0,3284.9600000000005,807.4122,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00039,Premium Scented Candle Set,Seasonal and Gifting,WH-002,A,77,46.0,1.67,2116.73,0.0,3313.31,764.13953,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00040,Artisan Chocolate Selection Box,Seasonal and Gifting,WH-001,B,130,44.6,2.91,826.8,0.0,1784.9,443.99160000000006,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00041,Spa Pamper Set,Seasonal and Gifting,WH-002,A,91,42.7,2.13,1640.73,0.0,3073.98,764.5801799999999,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00042,Aromatherapy Diffuser Kit,Seasonal and Gifting,WH-002,A,82,49.0,1.67,1667.88,0.0,3528.46,878.9727600000001,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00043,Premium Notebook and Pen Set,Seasonal and Gifting,WH-001,A,289,69.0,4.19,2890.0,0.0,4965.0199999999995,1208.0199999999998,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00044,Personalised Mug Gift Box,Seasonal and Gifting,WH-001,A,75,46.3,1.62,2044.5,0.0,3336.75,791.2215000000001,False,False,False,Healthy (30-60d)
20240201,2024-02,2024,2,PRD-00045,Festive Reed Diffuser,Seasonal and Gifting,WH-001,A,147,75.2,1.95,2668.05,0.0,5415.4800000000005,1352.70135,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00046,Professional Floor Cleaner 5L,Cleaning Products,WH-002,C,214,105.7,2.03,1405.98,205.64100000000008,1690.6000000000001,236.20464,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00047,Industrial Degreaser 2L,Cleaning Products,WH-003,C,403,105.5,3.82,1470.95,216.07999999999993,1688.5700000000002,189.75255,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00048,Antibacterial Surface Spray 1L,Cleaning Products,WH-003,C,276,95.7,2.88,1344.12,81.81600000000003,1531.8,165.32676,False,True,False,Slow-Mover (>90d)
20240201,2024-02,2024,2,PRD-00049,Laundry Detergent 2.5kg,Cleaning Products,WH-002,B,284,85.3,3.33,3007.56,0.0,3413.68,357.89964,False,False,False,Excess (60-90d)
20240201,2024-02,2024,2,PRD-00050,Fabric Softener 1.5L,Cleaning Products,WH-003,B,145,43.2,3.36,1442.75,0.0,1728.4,238.05375,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00001,Premium Kitchen Roll 6-Pack,Household Essentials,WH-002,C,198,64.9,3.05,980.1,0.0,1168.2,157.79610000000002,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00002,Aluminium Foil 30m Roll,Household Essentials,WH-003,C,311,67.0,4.64,1004.53,0.0,1206.68,168.76103999999998,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00003,Cling Film 100m,Household Essentials,WH-002,C,255,78.9,3.23,1119.45,0.0,1420.3500000000001,236.20395000000005,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00004,Bin Bags 40L 50-Pack,Household Essentials,WH-003,B,150,48.8,3.07,1866.0,0.0,2196.0,279.9,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00005,Washing Up Liquid 500ml,Household Essentials,WH-003,C,158,62.2,2.54,886.38,0.0,1120.22,185.25341999999998,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00006,Dishwasher Tablets 60-Pack,Household Essentials,WH-003,C,127,66.3,1.91,982.98,0.0,1193.8,173.00448,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00007,Kitchen Cleaner Spray 750ml,Household Essentials,WH-002,B,135,39.8,3.39,1409.4,0.0,1790.1,298.7928,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00008,Toilet Cleaner 750ml,Household Essentials,WH-003,C,238,57.9,4.11,892.5,0.0,1042.44,127.6275,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00009,Bathroom Cleaner 500ml,Household Essentials,WH-003,C,141,48.3,2.92,681.03,0.0,868.5600000000001,147.78350999999998,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00010,Multi-Surface Wipes 80-Pack,Household Essentials,WH-002,C,340,61.0,5.57,914.6,0.0,1098.2,152.7382,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00011,Sponge Scourers 10-Pack,Household Essentials,WH-003,B,139,49.8,2.79,1819.51,0.0,2242.0699999999997,342.06788,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00012,Paper Towels 12-Roll,Household Essentials,WH-001,C,123,66.6,1.85,1023.36,0.0,1198.02,149.41056,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00013,Rubber Gloves Medium Pair,Household Essentials,WH-002,B,218,55.2,3.95,2064.46,0.0,2485.2000000000003,348.89374,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00014,Oven Cleaner 300ml,Household Essentials,WH-003,C,127,67.0,1.9,947.42,0.0,1205.23,202.74787999999998,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00015,Drain Unblocker 500ml,Household Essentials,WH-002,C,478,75.9,6.29,1171.1,0.0,1367.08,169.80949999999996,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00016,Moisturising Hand Cream 100ml,Personal Care,WH-002,C,175,66.6,2.63,738.5,0.0,1198.75,283.584,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00017,Daily Shampoo 400ml,Personal Care,WH-002,A,239,56.8,4.21,3372.29,0.0,4598.36,900.40143,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00018,Conditioner 400ml,Personal Care,WH-001,A,253,67.3,3.76,4083.42,0.0,5449.62,1020.855,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00019,Body Lotion 250ml,Personal Care,WH-001,C,277,60.9,4.55,678.65,0.0,1096.92,257.887,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00020,Shower Gel 500ml,Personal Care,WH-001,B,189,49.6,3.81,1506.33,0.0,2230.2000000000003,488.05091999999996,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00021,Deodorant Roll-On 50ml,Personal Care,WH-003,B,141,49.5,2.85,1404.36,0.0,2227.8,519.6132,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00022,Facial Cleanser 150ml,Personal Care,WH-001,C,279,75.0,3.72,742.14,0.0,1350.36,333.22085999999996,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00023,Lip Balm SPF15,Personal Care,WH-002,C,119,49.4,2.41,504.56,0.0,888.93,217.96992000000003,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00024,Hand Sanitiser 500ml,Personal Care,WH-002,C,123,64.8,1.9,750.3,0.0,1166.04,267.8571,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00025,Toothpaste Whitening 100ml,Personal Care,WH-001,B,192,53.7,3.57,1585.92,0.0,2417.2799999999997,545.55648,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00026,Mouthwash Fresh Mint 500ml,Personal Care,WH-003,B,155,56.5,2.74,1853.8,0.0,2543.55,502.37980000000005,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00027,Cotton Buds 200-Pack,Personal Care,WH-002,A,206,47.2,4.36,2294.84,0.0,3825.42,917.936,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00028,Premium Ground Coffee 250g,Food and Beverage,WH-002,B,410,95.5,4.29,3173.4,0.0,4296.8,828.2574000000001,False,False,False,Slow-Mover (>90d)
20240301,2024-03,2024,3,PRD-00029,English Breakfast Tea 80-Pack,Food and Beverage,WH-002,C,254,63.2,4.02,939.8,0.0,1137.92,164.465,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00030,Instant Hot Chocolate 400g,Food and Beverage,WH-002,B,203,45.7,4.44,1483.93,0.0,2056.3900000000003,412.53254,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00031,Organic Honey 340g,Food and Beverage,WH-003,C,157,67.8,2.32,860.36,0.0,1219.8899999999999,253.8062,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00032,Extra Virgin Olive Oil 500ml,Food and Beverage,WH-001,C,572,67.1,8.53,915.2,0.0,1206.9199999999998,219.64800000000002,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00033,Apple Cider Vinegar 500ml,Food and Beverage,WH-003,B,268,66.8,4.01,2278.0,0.0,3004.28,551.276,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00034,Protein Granola 500g,Food and Beverage,WH-001,C,320,64.5,4.96,825.6,0.0,1161.6,239.424,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00035,Mixed Nuts 200g,Food and Beverage,WH-001,B,219,54.9,3.99,1940.34,0.0,2472.5099999999998,417.1731,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00036,Herbal Tea Variety 40-Pack,Food and Beverage,WH-003,C,144,65.9,2.18,895.68,0.0,1186.56,220.33728,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00037,Sparkling Water 12x500ml,Food and Beverage,WH-001,C,144,62.2,2.32,872.64,0.0,1118.8799999999999,191.9808,False,False,False,Excess (60-90d)
20240301,2024-03,2024,3,PRD-00038,Luxury Bath Gift Set,Seasonal and Gifting,WH-001,A,138,57.1,2.42,2613.72,0.0,4625.76,1136.9682,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00039,Premium Scented Candle Set,Seasonal and Gifting,WH-001,A,75,39.8,1.88,2061.75,0.0,3227.25,744.29175,False,False,False,Healthy (30-60d)
20240301,2024-03,2024,3,PRD-00040,Artisan Chocolate Selection Box,Seasonal and Gifting,WH-002,B,154,47.0,3.28,979.44,0.0,2114.42,525.95928,False,False,False,Healthy (30-60d)
